adjustment_key,state,resource,family,observed_output_x,output_addition_y,plausibility_haircut_z,adjusted_output,denominator_units_per_cap,base_cap,adjusted_cap,minimum_operating_floor_cap,documented_working_floor_eligible,final_audited_cap,exception_status,problem_type,adjustment_reason,earliest_commercial_activity_year,flagship_scale_year,representative_max_year,representative_max_output,year_selection_reason,gdp_geography_used,gdp_geography_level,gdp_anchor_year,gdp_value_at_anchor_year,selected_resource_year,selection_mode,gdp_distance_ratio,gdp_comparability_status,target_estimation_method,interpolation_used,comparator_included_in_denominator,comparator_basket_coverage_share,selection_note,counterevidence_status,counterevidence_note,plausibility_1936_status,observed_output_x_reason,y_basis,y_reason,y_counterevidence_trigger,y_quantification_method,z_reason,audit_class,proxy_kind,proxy_native_unit,proxy_to_slot_note,citation_1_title,citation_1_url,citation_1_locator,citation_2_title,citation_2_url,citation_2_locator,calculation_note
zambezi::coal-mine,Zambezi,Coal Mine,Coal Mine,1646237.6596006893,0.0,839581.2063963516,806656.4532043377,468047.3434204712,3.5172460280835067,1.7234505537609182,,no,2,,,"Kept a real but bounded coal row because the state-localized package still relies on a bounded Zimbabwe-wide fallback anchored on Hwange/Wankie coal history and the 1991 peak, not on a direct whole-state mine series.",1902,1991,1991,5900000.0,"Zimbabwe never reaches GBR 1940 GDP per capita in the frozen series; candidate year 1991 remains the strongest available development match under that ceiling, so the coal row stays inside the shared 1940-equivalent model rather than reverting to a raw 1936 snapshot.",Zimbabwe,national,1998,2369.019124,1991,economic_peak_fallback,0.796645741306735,,,no,,,Zimbabwe never reaches GBR 1940 GDP per capita in the frozen series; candidate year 1991 is the strongest available development match under that ceiling.,supports,"Hwange/Wankie is the real Zimbabwe coal district, but published output is usually national; the public Zambezi row therefore survives only as a bounded local counterfactual instead of silent whole-Zimbabwe support.",pass,Observed x remains the discounted 1940-equivalent output built from bounded Zimbabwe-wide coal anchors centered on Hwange/Wankie; raw 1936 proximity does not override the package's representative-year selector.,,No upward addition.,No counterevidence-triggered addition.,No upward addition.,No downward plausibility haircut.,proxy,bounded Zimbabwe coal fallback,discounted 1940-equivalent t output,National Rhodesian/Zimbabwe coal output is localized back to the Hwange/Wankie district only as a bounded Zambezi row inside the shared Coal Mine denominator.,Coal Deposits,https://www.geologicalsociety.org.zw/sites/default/files/news-attachments/Coal%20Deposits%20Lesley%20Jeffrey%20Nov21%20GSZ.pdf,Hwange Coal Mine - Peak production in 1991: 5.9 Mtpa.,1922 Encyclopædia Britannica/Rhodesia,https://en.wikisource.org/wiki/1922_Encyclop%C3%A6dia_Britannica/Rhodesia,"Mining section: coal output reached 584,954 tons in 1917 and 578,492 tons in 1920 in Southern Rhodesia.",No Y uplift or Z haircut is applied; the shared 1940-equivalent Coal Mine frame now resolves to a two-cap bounded row because the audited Zimbabwe fallback keeps Hwange/Wankie local but does not treat national output as silent whole-state support.
zambezi::fishing,Zambezi,Fishing,Fishing,0.0,0.0,0.0,,5950.541160752551,,,,no,0,manual_zero_exception,counterfactual checked and rejected,"Kept fishing disabled because Zimbabwe's major commercial inland fishery is Lake Kariba, whose reservoir and kapenta fishery are post-1958 and therefore cannot be smuggled back into the 1836-1936 public row.",,,1959,,"No GDP-selected target row is used here; Zimbabwe's dominant commercial fishery is tied to Lake Kariba, a man-made reservoir completed in 1959, so the row stays outside the shipped 1836-1936 public fishing model.",Zimbabwe,national,1998,2369.019124,,economic_peak_fallback,,,,no,,,No direct target observation is frozen for this row; the state GDP anchor is recorded for audit context only.,supports,"Zimbabwe's best-known fishery is Lake Kariba and associated lower-Zambezi working, but Kariba is a man-made post-1958 reservoir and does not provide direct 1836-1936 support for the shipped public row.",pass,No frozen pre-1936 statewide fishery observation survives the validation pass; the reviewed fishery evidence is tied to a later reservoir system rather than a pre-start commercial lane.,,No upward addition.,No counterevidence-triggered addition.,No upward addition.,No downward plausibility haircut.,exception,,,,"Kariba Dam | Description, Zambezi River, History, & Facts | Britannica",https://www.britannica.com/topic/Kariba-Dam,Construction of the dam began in 1956 and was completed in 1959; the dam creates Lake Kariba.,Fisheries characteristics of the shared lakes of the East African rift,https://www.fao.org/fishery/docs/CDrom/aquaculture/a0844t/docrep/008/V3470E/V3470E04.htm,Lake Kariba is a man-made lake closed in 1958; the commercial fishery is a recent reservoir fishery.,Explicit zero retained because the later Lake Kariba fishery is real but reservoir-created and therefore outside the direct 1836-1936 public fishing row.
zambezi::gold-mine,Zambezi,Gold Mine,Gold Mine,0.0,0.0,0.0,,4.638038205553189,,,,no,0,manual_zero_exception,counterfactual checked and rejected,Kept the gold-mine slot at zero because there is no frozen target observation for a commercial gold-mine row in this state and the proposal registry does not defend one for the 1836-1936 horizon.,,,1936,,No GDP-selected target row is used here; this non-land row is held as an explicit audited exception until localized quantitative evidence is frozen.,Zimbabwe,national,1998,2369.019124,,economic_peak_fallback,,,,no,,,No direct target observation is frozen for this row; the state GDP anchor is recorded for audit context only.,supports,Proposal registry rejects a standalone gold-mine slot here; any gold-family logic for this state stays out of the capped row until direct target evidence is frozen.,pass,"No frozen quantitative target observation survives the validation pass for this row, so x is not formula-driven.",,No upward addition.,No counterevidence-triggered addition.,No upward addition.,No downward plausibility haircut.,exception,,,,resource_proposal.md,/Users/depro/Documents/Paradox Interactive/Victoria 3/mod/References/resource_proposal.md,Zambezi / Gold Mine row in the proposal registry.,mining research.md,/Users/depro/Documents/Paradox Interactive/Victoria 3/mod/References/research/mining research.md,Use alongside the proposal registry for state-level mining plausibility checks.,Explicit zero retained for Gold Mine despite a live comparator family because the target-side evidence chain is still absent.
zambezi::iron-mine,Zambezi,Iron Mine,Iron Mine,42347.44087622431,0.0,24334.674391115106,18012.766485109205,63712.72421147216,0.664662222504672,0.2827185104394863,,no,1,,chronology moderation,Replaced the hard zero with a formula-driven late-start iron row: Buchwa/Redcliff/BIMCO is post-1936 but state-local quantity resources with real commercial output should be reduced by Z rather than blocked.,1952,1980,2001,350000.0,The old manual zero no longer drives the formula; Zimbabwe iron now uses a conservative BIMCO output anchor inside the shared 1940-equivalent Iron Mine model and lets universal Z handle the post-1936 commercial chronology.,Zimbabwe,national,1998,2369.019124,2001,economic_peak_fallback,0.7992552634516837,,,no,,,Zimbabwe never reaches GBR 1940 GDP per capita in the frozen series; candidate year 2001 is the strongest available development match under that ceiling.,supports,"Zimbabwe has deep precolonial ironworking plus a later Buchwa/Redcliff/BIMCO chain; precolonial working alone does not create a cap, but the documented in-state commercial iron chain should be Z-penalized rather than hard-zeroed.",pass,Observed x uses the discounted 1940-equivalent 2001 BIMCO output anchor; late commercialization is handled by the universal 1952-to-2001 chronology penalty.,,No upward addition.,No counterevidence-triggered addition.,No upward addition.,Universal quantity-resource Z applies from Buchwa/Redcliff commercial emergence in 1952 to the conservative 2001 BIMCO output anchor.,proxy,bounded Zimbabwe iron fallback,discounted 1940-equivalent t output,BIMCO/ZISCO output is used only as a bounded Zimbabwe iron anchor inside the shared Iron Mine denominator; it does not imply a mature pre-1936 basin.,Engineering and Metals Industry Value Chain Analysis Country Report,https://www.zeparu.co.zw/sites/default/files/2018-03/ENGINEERING%20AND%20METALS%20VALUE%20CHAIN%20ANALYSIS%20COUNTRY%20REPORT%20web%20file.pdf,"p. 88: ZISCO, through Buchwa Iron Mining Company, was the main producer of iron ore in Zimbabwe; production declined from about 350,000 tonnes in 2001 to zero in 2012.",HERITAGE of ZIMBABWE PUBLICATION NO. 34,https://www.history.co.zw/wp-content/uploads/2023/10/H34-with-cover.pdf,"p. 34: from the end of 1950 to 1952 Worst supervised drilling around Redcliff and also visited the Buhwa iron ore occurrence southeast of Shabani, soon to be explored.",Formula-driven late-start row; no manual zero and no documented-working floor are claimed.
zambezi::sulfur-mine,Zambezi,Sulfur Mine,Sulfur Mine,0.0,0.0,0.0,0.0,724.5356827022321,,0.0,1,yes,1,,documented working floor,"Applied a one-cap bounded sulfur row because Iron Duke is a real Zimbabwe pyrite mine supplying sulphuric-acid feedstock, even though the known commercial phase is later than the 1936 horizon and no clean sulphur tonnage series was frozen.",1940,1940,2008,,"No clean Iron Duke sulphur-tonnage series survives as a frozen 1940-equivalent X, so the row is held at the documented-working floor; the audit chronology records that Zimbabwe's only active pyrite mine operated from the 1940s until 2008.",Zimbabwe,national,1998,2369.019124,,economic_peak_fallback,,,,no,,,No direct target observation is frozen for this row; the state GDP anchor is recorded for audit context only.,supports,"Iron Duke is a real Mazowe-Harare pyrite district, but it is later and narrow; the public sulfur row therefore stays at a one-cap bounded floor rather than implying a large sulfur state.",pass,"No formula-driving sulphur-output series is frozen for this row, but later Iron Duke pyrite working documents real in-state sulfur supply potential.",,No upward addition.,No counterevidence-triggered addition.,No upward addition.,No downward plausibility haircut.,proxy,bounded Iron Duke pyrite floor,documented-working floor,Iron Duke pyrite is used only to defend a token sulfur row inside the shared non-land framework; it does not justify a large sulfur basin.,"Impact of Iron Duke Pyrite Mine on water chemistry and aquatic life - Mazowe Valley, Zimbabwe",https://www.researchgate.net/publication/228612088_Impact_of_Iron_Duke_Pyrite_Mine_on_water_chemistry_and_aquatic_life_-_Mazowe_Valley_Zimbabwe,"Abstract: Iron Duke Mine is the only active pyrite mine in Zimbabwe, and has been in operation since the 1940s.",HERITAGE of ZIMBABWE PUBLICATION No. 8,https://www.history.co.zw/wp-content/uploads/2024/02/H8-final-with-newer-cover.pdf,Other Minerals section: iron pyrites has been worked on the Iron Duke Mine for many years for the production of sulphuric acid.,"The documented-working floor keeps Sulfur Mine at 1 after the formula resolves to zero; Iron Duke is local and real, but its later chronology and narrow pyrite chain cap the row at a token bounded level."
zambezi::whaling,Zambezi,Whaling,Whaling,0.0,0.0,0.0,,,,,,no,0,manual_zero_exception,counterfactual checked and rejected,Kept whaling disabled because the reviewed proposal registry and fisheries research do not identify this state as a meaningful commercial whaling producer in the 1836-1936 horizon.,,,1936,,No GDP-selected target row is used here; this non-land row is held as an explicit audited exception until localized quantitative evidence is frozen.,Zimbabwe,national,1998,2369.019124,,economic_peak_fallback,,,,no,,,No direct target observation is frozen for this row; the state GDP anchor is recorded for audit context only.,supports,Proposal registry rejects a whaling slot here after checking the state against the family-level South Atlantic and Cape/Namibia whaling logic.,pass,"No frozen quantitative target observation survives the validation pass for this row, so x is not formula-driven.",,No upward addition.,No counterevidence-triggered addition.,No upward addition.,No downward plausibility haircut.,exception,,,,resource_proposal.md,/Users/depro/Documents/Paradox Interactive/Victoria 3/mod/References/resource_proposal.md,Zambezi / Whaling row in the proposal registry.,agriculture and fisheries research.md,/Users/depro/Documents/Paradox Interactive/Victoria 3/mod/References/research/agriculture and fisheries research.md,"Whaling section: keep the family on the Atlantic and Cape side, not as a generic slot for the whole coast or inland states.",Explicit zero retained for whaling because the state fails the commercial whaling slot test.
zambezi::gold-fields-discovered,Zambezi,Gold Fields (discovered),Gold Fields,0.0,0.0,0.0,,4.638038205553189,,,,no,0,manual_zero_exception,chronology,"Kept discovered gold fields disabled because the Penhalonga-Mutare goldfield enters the record after 1894-1895 and therefore belongs, if at all, in the undiscovered slot rather than as a start-date field.",,,1895,,"This public row is a chronology gate: the Penhalonga-Mutare goldfield is real, but the first recorded production and rapid pegging of claims belong to 1894-1895, so the discovered slot stays off at the 1836 start date.",Zimbabwe,national,1998,2369.019124,,economic_peak_fallback,,,,no,,,No direct target observation is frozen for this row; the state GDP anchor is recorded for audit context only.,supports,"The local goldfield is genuine, but its discovery chronology makes it an undiscovered special field rather than an already-discovered 1836 slot.",pass,No start-date special-field observation is frozen for this row because the relevant local gold discoveries and commercial exploitation postdate 1836.,,No upward addition.,No counterevidence-triggered addition.,No upward addition.,No downward plausibility haircut.,exception,,,,HERITAGE of ZIMBABWE PUBLICATION NO. 37,https://www.history.co.zw/wp-content/uploads/2023/10/H37-with-cover.pdf,p. 64: earliest recorded gold production from the Mutare River was in 1894; by 1895 much of the Penhalonga valley was pegged as alluvial claims.,Penhalonga | Zimbabwe Field Guide,https://www.zimfieldguide.com/manicaland/penhalonga,Penhalonga Mine opened in 1895 and the village grew around the local goldfield.,Explicit zero retained for the discovered slot because the local goldfield is late-discovery rather than present at game start.
zambezi::gold-fields-undiscovered,Zambezi,Gold Fields (undiscovered),Gold Fields,0.0,0.0,0.0,,4.638038205553189,,,,no,1,manual_special_field_exception,chronology,Restored a minimal undiscovered gold-fields row because the Penhalonga-Mutare belt is a real local late-discovery goldfield and should not disappear entirely from the public surface.,,,1935,,Representative year is metadata only for this row; the Penhalonga-Mutare goldfield is a late-discovery special field whose strongest commercial phase runs after 1895 and before the mid-twentieth century.,Zimbabwe,national,1998,2369.019124,,economic_peak_fallback,,,,no,,,No direct target observation is frozen for this row; the state GDP anchor is recorded for audit context only.,supports,"The Mutare greenstone/Penhalonga belt is a real local goldfield, but it is much smaller than Rand or Kimberley-scale specials, so the shipped row stays minimal.",pass,No clean quantitative special-field series is frozen for this row; the evidence chain is local discovery chronology and documented Penhalonga field significance.,,No upward addition.,No counterevidence-triggered addition.,No upward addition.,No downward plausibility haircut.,exception,,,,HERITAGE of ZIMBABWE PUBLICATION NO. 37,https://www.history.co.zw/wp-content/uploads/2023/10/H37-with-cover.pdf,"pp. 63-64: the Mutare Greenstone Belt had produced about 73 tonnes of gold by 1992, of which circa 68 tonnes came from the Rezende-Penhalonga Group.",Penhalonga | Zimbabwe Field Guide,https://www.zimfieldguide.com/manicaland/penhalonga,"The field remained commercially significant; between 1918 and 1935 profits totaled more than £1,460,000.","Explicit small special-field exception retained at 1 because Penhalonga is a real late-discovery local goldfield, but the package still lacks a cleaner direct production series for a larger special-resource cap."
zambezi::oil-discovered,Zambezi,Oil (discovered),Oil,0.0,0.0,0.0,,,,,,no,0,manual_zero_exception,counterfactual checked and rejected,Kept oil disabled because the package still lacks a frozen localized petroleum observation or a defended discovery chain for this state.,,,1936,,No GDP-selected target row is used here; this non-land row is held as an explicit audited exception until localized quantitative evidence is frozen.,Zimbabwe,national,1998,2369.019124,,economic_peak_fallback,,,,no,,,No direct target observation is frozen for this row; the state GDP anchor is recorded for audit context only.,supports,Proposal registry does not defend an oil slot here and no validated target observation survives the provenance pass.,pass,"No frozen quantitative target observation survives the validation pass for this row, so x is not formula-driven.",,No upward addition.,No counterevidence-triggered addition.,No upward addition.,No downward plausibility haircut.,exception,,,,resource_proposal.md,/Users/depro/Documents/Paradox Interactive/Victoria 3/mod/References/resource_proposal.md,Zambezi / Oil (discovered) row in the proposal registry.,,,,Explicit zero retained for oil until a localized petroleum target row is frozen.
zambezi::oil-undiscovered,Zambezi,Oil (undiscovered),Oil,0.0,0.0,0.0,,,,,,no,0,manual_zero_exception,counterfactual checked and rejected,Kept oil disabled because the package still lacks a frozen localized petroleum observation or a defended discovery chain for this state.,,,1936,,No GDP-selected target row is used here; this non-land row is held as an explicit audited exception until localized quantitative evidence is frozen.,Zimbabwe,national,1998,2369.019124,,economic_peak_fallback,,,,no,,,No direct target observation is frozen for this row; the state GDP anchor is recorded for audit context only.,supports,Proposal registry does not defend an oil slot here and no validated target observation survives the provenance pass.,pass,"No frozen quantitative target observation survives the validation pass for this row, so x is not formula-driven.",,No upward addition.,No counterevidence-triggered addition.,No upward addition.,No downward plausibility haircut.,exception,,,,resource_proposal.md,/Users/depro/Documents/Paradox Interactive/Victoria 3/mod/References/resource_proposal.md,Zambezi / Oil (undiscovered) row in the proposal registry.,,,,Explicit zero retained for oil until a localized petroleum target row is frozen.
zambezi::rubber-discovered,Zambezi,Rubber (discovered),Rubber,0.0,0.0,0.0,,10000.0,,,,no,0,manual_zero_exception,counterfactual checked and rejected,Kept discovered rubber disabled because no localized plantation chain or quantitative target observation survives the current provenance pass.,,,1936,,No GDP-selected target row is used here; this non-land row is held as an explicit audited exception until localized quantitative evidence is frozen.,Zimbabwe,national,1998,2369.019124,,economic_peak_fallback,,,,no,,,No direct target observation is frozen for this row; the state GDP anchor is recorded for audit context only.,supports,Proposal registry does not defend a discovered rubber slot here.,pass,"No frozen quantitative target observation survives the validation pass for this row, so x is not formula-driven.",,No upward addition.,No counterevidence-triggered addition.,No upward addition.,No downward plausibility haircut.,exception,,,,resource_proposal.md,/Users/depro/Documents/Paradox Interactive/Victoria 3/mod/References/resource_proposal.md,Zambezi / Rubber (discovered) row in the proposal registry.,,,,Explicit zero retained for discovered rubber until localized plantation evidence is frozen.
hereroland::coal-mine,Hereroland,Coal Mine,Coal Mine,0.0,0.0,0.0,,468047.3434204712,,,,no,0,manual_zero_exception,counterfactual checked and rejected,Kept coal disabled because the reviewed Hereroland footprint audits as an Otavi-Tsumeb base-metal district rather than a defended 1836-1936 coal producer.,,,1936,,No GDP-selected target row is used here; this non-land row is held as an explicit audited exception until localized quantitative evidence is frozen.,Namibia,national,2015,9333.582794,,economic_peak_fallback,,,,no,,,No direct target observation is frozen for this row; the state GDP anchor is recorded for audit context only.,supports,The reviewed Hereroland footprint remains an Otavi-Tsumeb base-metal corridor and agropastoral plateau; Namibia-wide coal geology does not localize a defended pre-1936 coal district inside this state.,pass,No frozen localized commercial coal output survives the validation pass for the Hereroland footprint; the surviving evidence is national commodity geography and broad Karoo coal geology rather than a reproducible mine series.,,No upward addition.,No counterevidence-triggered addition.,No upward addition.,No downward plausibility haircut.,exception,,,,Producing Mines and Their Products,https://www.mme.gov.na/minesprod/products/,"Base-metals and industrial-minerals sections list Namibia's producing commodities, including gold, lead-zinc concentrate, copper, manganese, salt, and iron, but no coal producer.",The Geology of Namibia,https://mme.gov.na/files/publications/09c_Geology_brochure.pdf,"p. 1: coal measures are hosted in Karoo rocks, while northern Namibia's named economic deposits in this summary are carbonate-hosted base metals such as Tsumeb and Kombat.",Explicit zero retained because broad national coal geology does not become a Hereroland public row without a localized pre-1936 producer.
hereroland::gold-mine,Hereroland,Gold Mine,Gold Mine,0.0,0.0,0.0,,4.638038205553189,,,,no,0,manual_zero_exception,counterfactual checked and rejected,Kept the gold-mine slot at zero because there is no frozen target observation for a commercial gold-mine row in this state and the proposal registry does not defend one for the 1836-1936 horizon.,,,1936,,No GDP-selected target row is used here; this non-land row is held as an explicit audited exception until localized quantitative evidence is frozen.,Namibia,national,2015,9333.582794,,economic_peak_fallback,,,,no,,,No direct target observation is frozen for this row; the state GDP anchor is recorded for audit context only.,supports,Proposal registry rejects a standalone gold-mine slot here; any gold-family logic for this state stays out of the capped row until direct target evidence is frozen.,pass,"No frozen quantitative target observation survives the validation pass for this row, so x is not formula-driven.",,No upward addition.,No counterevidence-triggered addition.,No upward addition.,No downward plausibility haircut.,exception,,,,resource_proposal.md,/Users/depro/Documents/Paradox Interactive/Victoria 3/mod/References/resource_proposal.md,Hereroland / Gold Mine row in the proposal registry.,mining research.md,/Users/depro/Documents/Paradox Interactive/Victoria 3/mod/References/research/mining research.md,Use alongside the proposal registry for state-level mining plausibility checks.,Explicit zero retained for Gold Mine despite a live comparator family because the target-side evidence chain is still absent.
hereroland::iron-mine,Hereroland,Iron Mine,Iron Mine,0.0,0.0,0.0,,63712.72421147216,,,,no,0,manual_zero_exception,counterfactual checked and rejected,"Kept iron disabled because Hereroland does not localize a commercial 1836-1936 iron-mine chain, and Namibia's first modern iron producer is both far later and elsewhere.",,,1936,,No GDP-selected target row is used here; this non-land row is held as an explicit audited exception until localized quantitative evidence is frozen.,Namibia,national,2015,9333.582794,,economic_peak_fallback,,,,no,,,No direct target observation is frozen for this row; the state GDP anchor is recorded for audit context only.,supports,The reviewed Hereroland footprint still lacks a localized commercial iron district; Namibia's first iron-ore producer is Dordabis-era Lodestone far later and outside this audited state footprint.,pass,No frozen localized commercial iron output survives the validation pass for the Hereroland footprint; the surviving evidence is late outside-footprint production chronology plus general iron prospectivity rather than a reproducible mine series.,,No upward addition.,No counterevidence-triggered addition.,No upward addition.,No downward plausibility haircut.,exception,,,,Lodestone to Become Namibia's First Iron Ore Producer,https://chamberofmines.org.na/blog-post/lodestone-namibias-first-iron-ore-producer/,"lines 30-47: the Chamber presents Lodestone as Namibia's first iron ore producer, with first shipment in August 2021 from the Dordabis project.",mining research.md,/Users/depro/Documents/Paradox Interactive/Victoria 3/mod/References/research/mining research.md,Namibia section: the country should remain a small but high-quality lead state with virtually no coal or iron before 1936.,Explicit zero retained because late Namibian iron production and broad prospectivity do not justify a Hereroland public mine row.
hereroland::sulfur-mine,Hereroland,Sulfur Mine,Sulfur Mine,0.0,0.0,0.0,,724.5356827022321,,,,no,0,manual_zero_exception,counterfactual checked and rejected,"Kept sulfur disabled because Hereroland's reviewed support is a sulfide-rich lead district, not a documented sulfur or pyrite-working lane strong enough for a separate public Sulfur Mine row.",,,1936,,No GDP-selected target row is used here; this non-land row is held as an explicit audited exception until localized quantitative evidence is frozen.,Namibia,national,2015,9333.582794,,economic_peak_fallback,,,,no,,,No direct target observation is frozen for this row; the state GDP anchor is recorded for audit context only.,supports,"The Otavi Mountainland ore bodies are sulfide-rich, but this pass still does not find a localized sulfur or pyrite working chain comparable to the package's one-cap sulfur floor cases.",pass,No formula-driving sulphur-output series is frozen for this row; the surviving evidence is a sulfide-rich lead district rather than a documented sulfur-producing chain.,,No upward addition.,No counterevidence-triggered addition.,No upward addition.,No downward plausibility haircut.,exception,,,,mining research.md,/Users/depro/Documents/Paradox Interactive/Victoria 3/mod/References/research/mining research.md,Namibia section: Tsumeb and Berg Aukas can function as lead with only a small sulphur contribution because the ores are sulfide-rich.,National Earth Science Museum,https://www.mme.gov.na/gsn/museum/,"Mines in Namibia display: Tsumeb is listed as a polymetallic deposit, while Otjihase is the named copper-pyrite example elsewhere in Namibia.",Explicit zero retained because sulfide-rich lead mining on its own does not meet the documented-working floor for a separate Sulfur Mine row.
hereroland::whaling,Hereroland,Whaling,Whaling,0.0,0.0,0.0,,,,,,no,2,qualitative_slot_exception,manual family after searched evidence,"Retained a small whaling slot as an explicit exception because the frozen package still lacks a reproducible quantitative whaling anchor, but the reviewed coastal literature supports a real commercial whaling presence in this state footprint.",,,1936,,No GDP-selected target row is used here; this non-land row is held as an explicit audited exception until localized quantitative evidence is frozen.,Namibia,national,2015,9333.582794,,economic_peak_fallback,,,,no,,,No direct target observation is frozen for this row; the state GDP anchor is recorded for audit context only.,supports,"Proposal registry and family research both support keeping a small whaling slot here, but not escalating it beyond the current cap.",pass,"No frozen quantitative target observation survives the validation pass for this row, so x is not formula-driven.",,No upward addition.,No counterevidence-triggered addition.,No upward addition.,No downward plausibility haircut.,exception,,,,resource_proposal.md,/Users/depro/Documents/Paradox Interactive/Victoria 3/mod/References/resource_proposal.md,Hereroland / Whaling row in the proposal registry.,agriculture and fisheries research.md,/Users/depro/Documents/Paradox Interactive/Victoria 3/mod/References/research/agriculture and fisheries research.md,"Whaling section: keep the family on the Atlantic and Cape side, not as a generic slot for the whole coast or inland states.",Explicit qualitative whaling exception retained because slot support is real but still underdetermined quantitatively.
hereroland::wood,Hereroland,Wood,Wood,0.0,0.0,0.0,,33257.48168598174,0.0,,,no,1,qualitative_slot_exception,gameplay override,"Set Wood to one as a gameplay exception: northern Namibia has local community-forest and commercial hardwood harvesting support, but the row is not treated as a commercial forestry lane.",,,1936,0.0,Representative year is audited metadata only for the forestry-capacity model; wood no longer uses GDP-selected plantation-estate rows.,,,,,,,,,,,20,,Wood is audited from direct effective commercial forestry hectares rather than GDP-selected plantation-estate observations.,supports,"Northern Namibia lacks an industrial plantation belt, but community forests and regulated timber harvesting document local wooded-resource use inside the full Hereroland footprint.",pass,Wood now uses direct effective commercial forestry hectares from audited wood land-class rows rather than observed plantation-estate area.,,No upward addition.,No counterevidence-triggered addition.,No upward addition.,No downward plausibility haircut.,exception,,,,Community Forests - NACSO,https://nacso.org.na/community-forests/,"Community forests across northern Namibia include Zambezi, Kavango, and Kunene; commercial harvesting of Namibian hardwoods such as African Teak is managed through annual allowable offtake.",FOSA Country Report - Namibia,https://www.fao.org/4/AB572E/AB572E02.htm,"Forest sector overview: Namibia's resource base is semi-open woodlands, savannahs, and deserts rather than industrial plantation forest.",Explicit gameplay exception sets final cap to 1 after the potential-forestry model resolves below a normal public cap.
hereroland::gold-fields-discovered,Hereroland,Gold Fields (discovered),Gold Fields,0.0,0.0,0.0,,4.638038205553189,,,,no,0,manual_zero_exception,chronology,Kept discovered gold fields disabled because Hereroland does not localize a start-date goldfield and Namibia's first commercial gold mine is much later.,,,1989,,"This public row is a chronology gate: Namibia's first commercial gold mine begins in 1989, so the discovered special-field slot stays off for the 1836 start date.",Namibia,national,2015,9333.582794,,economic_peak_fallback,,,,no,,,No direct target observation is frozen for this row; the state GDP anchor is recorded for audit context only.,supports,The reviewed local gold story is late and mine-like rather than a nineteenth-century goldfield mechanic; even the Otavi-side Otjikoto chain belongs to modern exploration and production.,pass,No start-date special-field observation is frozen for this row because the relevant Namibian commercial gold chronology postdates the 1836 start configuration.,,No upward addition.,No counterevidence-triggered addition.,No upward addition.,No downward plausibility haircut.,exception,,,,Gold - Chamberofmines,https://chamberofmines.org.na/portfolio/gold/,lines 34-36: commercial-scale production remained limited until the late 20th century; Navachab in 1989 was Namibia's first-ever gold mine; Otjikoto only followed in 2014.,Producing Mines and Their Products,https://www.mme.gov.na/minesprod/products/,"Gold section lists modern gold producers Navachab and B2Gold in the ministry's producing-mine registry, not a pre-1936 Hereroland goldfield.",Explicit zero retained for the discovered slot because Namibia's commercial gold chronology is late and does not imply an already-discovered 1836 field in Hereroland.
hereroland::gold-fields-undiscovered,Hereroland,Gold Fields (undiscovered),Gold Fields,0.0,0.0,0.0,,4.638038205553189,,,,no,0,manual_zero_exception,counterfactual checked and rejected,"Kept undiscovered gold fields disabled because the reviewed Hereroland gold evidence resolves as a very late mine-development story, not as a bounded local goldfield special.",,,2014,,Representative year is metadata only for this row; the reviewed Hereroland gold story is a very late hard-rock mine chain rather than a nineteenth-century or early-twentieth-century goldfield special.,Namibia,national,2015,9333.582794,,economic_peak_fallback,,,,no,,,No direct target observation is frozen for this row; the state GDP anchor is recorded for audit context only.,supports,"Otjikoto confirms some local gold potential near Otavi, but the chain is too late, too exploration-driven, and too mine-specific to justify a public undiscovered gold-fields mechanic in this audit.",pass,No clean quantitative special-field observation is frozen for this row; the surviving evidence is late Namibian gold chronology rather than a reproducible Hereroland goldfield series.,,No upward addition.,No counterevidence-triggered addition.,No upward addition.,No downward plausibility haircut.,exception,,,,Gold - Chamberofmines,https://chamberofmines.org.na/portfolio/gold/,"lines 35-36: Navachab in 1989 starts Namibia's commercial gold industry, while the Otavi-side Otjikoto mine was only developed in the 2010s and first produced in 2014.",Producing Mines and Their Products,https://www.mme.gov.na/minesprod/products/,"Gold section lists current gold producers rather than any historical Hereroland goldfield, reinforcing that the surviving chain is modern mine production.","Explicit zero retained for the latent gold-fields slot because the surviving local gold evidence is mine-specific and very late, not a public goldfield mechanic comparable to the package's accepted special rows."
hereroland::oil-discovered,Hereroland,Oil (discovered),Oil,0.0,0.0,0.0,,,,,,no,0,manual_zero_exception,counterfactual checked and rejected,Kept oil disabled because the package still lacks a frozen localized petroleum observation or a defended discovery chain for this state.,,,1936,,No GDP-selected target row is used here; this non-land row is held as an explicit audited exception until localized quantitative evidence is frozen.,Namibia,national,2015,9333.582794,,economic_peak_fallback,,,,no,,,No direct target observation is frozen for this row; the state GDP anchor is recorded for audit context only.,supports,Proposal registry does not defend an oil slot here and no validated target observation survives the provenance pass.,pass,"No frozen quantitative target observation survives the validation pass for this row, so x is not formula-driven.",,No upward addition.,No counterevidence-triggered addition.,No upward addition.,No downward plausibility haircut.,exception,,,,resource_proposal.md,/Users/depro/Documents/Paradox Interactive/Victoria 3/mod/References/resource_proposal.md,Hereroland / Oil (discovered) row in the proposal registry.,,,,Explicit zero retained for oil until a localized petroleum target row is frozen.
