state,resource,resource_family,status,final_audited_cap,earliest_commercial_activity_year,flagship_scale_year,representative_max_year,representative_max_output,year_selection_reason,counterevidence_status,counterevidence_note,plausibility_1936_status,observed_output_x_reason,y_basis,y_reason,y_counterevidence_trigger,y_quantification_method,z_reason,audit_class,gdp_geography_used,gdp_geography_level,gdp_anchor_year,gdp_value_at_anchor_year,selection_mode,gdp_distance_ratio,selection_note,family_normalising_constant,family_constant_purpose,adjustment_key,exception_status,problem_type,adjustment_reason,citation_1_title,citation_1_url,citation_1_locator,citation_2_title,citation_2_url,citation_2_locator
Lourenço Marques,Fishing,Fishing,formula-driven,2,,,2021,9541.42646307353,"The fishing row keeps the GDP-fallback output family, but the state pass rechecked the result against Maputo Bay's commercial shrimp and mixed-species fishery before accepting the reduced cap.",supports,"Maputo Bay is a real southern fishing node, but the national family remains smaller than vanilla's broad coast-wide allocation and well below Sofala Bank's scale.",pass,"Observed x uses the GDP-fallback Mozambique fishing anchor, cross-checked against the localized Maputo Bay shrimp grounds and commercial catch record.",,No upward addition.,No counterevidence-triggered addition.,No upward addition.,No downward plausibility haircut.,direct,Mozambique,national,1973,2986.0,economic_peak_fallback,0.901759703147877,Mozambique never reaches GBR 1940 GDP per capita in the frozen series; candidate year 2021 is the strongest available development match under that ceiling.,,,,,,"Kept a two-cap fishing row because Maputo Bay supports a real commercial shrimp and mixed-species fishery, but the southern bay is still a smaller fishing district than vanilla's broad coast-wide allocation.",FAO Fisheries Report No. 852,https://www.fao.org/4/a1511e/a1511e.pdf,"Mozambique country report / p. 65: two main shrimp fishing grounds include Maputo Bay in the south, where most catches come from artisanal and semi-industrial fisheries.",Research cruise paves the way for ecosystem-based management of fisheries resources in Maputo Bay,https://www.fao.org/mozambique/news/details/Research-cruise-paves-the-way-for-ecosystem-based-management-of-fisheries-resources-in-Maputo-Bay/en,Maputo Bay page: shrimp fisheries benefit at least 3000 families and historical catches were about 800 tons in 1965-1972.
Lourenço Marques,Gold Mine,Gold Mine,explicit exception,0,,,1936,,No GDP-selected target row is used here; this non-land row is held as an explicit audited exception until localized quantitative evidence is frozen.,supports,Proposal registry rejects a standalone gold-mine slot here; any gold-family logic for this state stays out of the capped row until direct target evidence is frozen.,pass,"No frozen quantitative target observation survives the validation pass for this row, so x is not formula-driven.",,No upward addition.,No counterevidence-triggered addition.,No upward addition.,No downward plausibility haircut.,exception,Mozambique,national,1973,2986.0,economic_peak_fallback,,No direct target observation is frozen for this row; the state GDP anchor is recorded for audit context only.,,,louren-o-marques::gold-mine,manual_zero_exception,counterfactual checked and rejected,Kept the gold-mine slot at zero because there is no frozen target observation for a commercial gold-mine row in this state and the proposal registry does not defend one for the 1836-1936 horizon.,resource_proposal.md,/Users/depro/Documents/Paradox Interactive/Victoria 3/mod/References/resource_proposal.md,Lourenço Marques / Gold Mine row in the proposal registry.,mining research.md,/Users/depro/Documents/Paradox Interactive/Victoria 3/mod/References/research/mining research.md,Use alongside the proposal registry for state-level mining plausibility checks.
Lourenço Marques,Iron Mine,Iron Mine,explicit exception,0,,,none,,No direct target observation is frozen for this row; the state GDP anchor is recorded for audit context only.,constrains,Explicit exception row.,review_required,No direct target observation is currently frozen for this row.,,No upward addition.,No counterevidence-triggered addition.,No upward addition.,No downward plausibility haircut.,exception,Mozambique,national,1973,2986.0,economic_peak_fallback,,No direct target observation is frozen for this row; the state GDP anchor is recorded for audit context only.,,,louren-o-marques::iron-mine,manual_zero_exception,,,,,,,,
Lourenço Marques,Lead Mine,Lead Mine,explicit exception,0,,,none,,No direct target observation is frozen for this row; the state GDP anchor is recorded for audit context only.,constrains,Explicit exception row.,review_required,No direct target observation is currently frozen for this row.,,No upward addition.,No counterevidence-triggered addition.,No upward addition.,No downward plausibility haircut.,exception,Mozambique,national,1973,2986.0,economic_peak_fallback,,No direct target observation is frozen for this row; the state GDP anchor is recorded for audit context only.,,,louren-o-marques::lead-mine,manual_zero_exception,,,,,,,,
Lourenço Marques,Sulfur Mine,Sulfur Mine,explicit exception,0,,,none,,No direct target observation is frozen for this row; the state GDP anchor is recorded for audit context only.,constrains,Explicit exception row.,review_required,No direct target observation is currently frozen for this row.,,No upward addition.,No counterevidence-triggered addition.,No upward addition.,No downward plausibility haircut.,exception,Mozambique,national,1973,2986.0,economic_peak_fallback,,No direct target observation is frozen for this row; the state GDP anchor is recorded for audit context only.,,,louren-o-marques::sulfur-mine,manual_zero_exception,,,,,,,,
Lourenço Marques,Whaling,Whaling,explicit exception,0,,,1936,,No GDP-selected target row is used here; this non-land row is held as an explicit audited exception until localized quantitative evidence is frozen.,supports,Proposal registry rejects a whaling slot here after checking the state against the family-level South Atlantic and Cape/Namibia whaling logic.,pass,"No frozen quantitative target observation survives the validation pass for this row, so x is not formula-driven.",,No upward addition.,No counterevidence-triggered addition.,No upward addition.,No downward plausibility haircut.,exception,Mozambique,national,1973,2986.0,economic_peak_fallback,,No direct target observation is frozen for this row; the state GDP anchor is recorded for audit context only.,,,louren-o-marques::whaling,manual_zero_exception,counterfactual checked and rejected,Kept whaling disabled because the reviewed proposal registry and fisheries research do not identify this state as a meaningful commercial whaling producer in the 1836-1936 horizon.,resource_proposal.md,/Users/depro/Documents/Paradox Interactive/Victoria 3/mod/References/resource_proposal.md,Lourenço Marques / Whaling row in the proposal registry.,agriculture and fisheries research.md,/Users/depro/Documents/Paradox Interactive/Victoria 3/mod/References/research/agriculture and fisheries research.md,"Whaling section: keep the family on the Atlantic and Cape side, not as a generic slot for the whole coast or inland states."
Lourenço Marques,Wood,Wood,explicit exception,0,,,1936,0.0,Representative year is audited metadata only for the forestry-capacity model; wood no longer uses GDP-selected plantation-estate rows.,supports,"Maputo-Gaza shows some historical plantation activity, but the reviewed plantation footprint is tiny in the modern atlas and the bulk of Mozambique's planted area lies outside the audited southern littoral.",pass,Wood now uses direct effective commercial forestry hectares from audited wood land-class rows rather than observed plantation-estate area.,,No upward addition.,No counterevidence-triggered addition.,No upward addition.,No downward plausibility haircut.,exception,,,,,,,Wood is audited from direct effective commercial forestry hectares rather than GDP-selected plantation-estate observations.,,,louren-o-marques::wood,manual_zero_exception,,Potential-forestry model keeps this row as an explicit zero exception; wooded land alone does not count as commercial forestry.,Atlas of Mozambique Forest Resource Reference Map,https://www.dinaf.gov.mz/wp-content/uploads/2021/12/Atlas_Mozambique_Forest_Reference.pdf,"Table 4 / p. 20: forest plantation area is 149 ha in Maputo and 0 ha in Gaza, versus much larger plantation figures in provinces such as Sofala.",Tropical forest resources assessment project - Forest resource of Tropical Africa Vol. II,https://www.fao.org/4/ad910e/AD910E18.htm,"Plantations section: Maputo and Gaza plantations were public dune-fixation and eucalypt plantings, while the bulk of plantations concentrated in Manica and Sofala."
Lourenço Marques,Gold Fields (discovered),Gold Fields,explicit exception,0,,,none,,No direct target observation is frozen for this row; the state GDP anchor is recorded for audit context only.,constrains,Explicit exception row.,review_required,No direct target observation is currently frozen for this row.,,No upward addition.,No counterevidence-triggered addition.,No upward addition.,No downward plausibility haircut.,exception,Mozambique,national,1973,2986.0,economic_peak_fallback,,No direct target observation is frozen for this row; the state GDP anchor is recorded for audit context only.,,,louren-o-marques::gold-fields-discovered,manual_zero_exception,,,,,,,,
Lourenço Marques,Gold Fields (undiscovered),Gold Fields,explicit exception,0,,,none,,No direct target observation is frozen for this row; the state GDP anchor is recorded for audit context only.,constrains,Explicit exception row.,review_required,No direct target observation is currently frozen for this row.,,No upward addition.,No counterevidence-triggered addition.,No upward addition.,No downward plausibility haircut.,exception,Mozambique,national,1973,2986.0,economic_peak_fallback,,No direct target observation is frozen for this row; the state GDP anchor is recorded for audit context only.,,,louren-o-marques::gold-fields-undiscovered,manual_zero_exception,,,,,,,,
Lourenço Marques,Oil (discovered),Oil,explicit exception,0,,,1936,,No GDP-selected target row is used here; this non-land row is held as an explicit audited exception until localized quantitative evidence is frozen.,supports,Proposal registry does not defend an oil slot here and no validated target observation survives the provenance pass.,pass,"No frozen quantitative target observation survives the validation pass for this row, so x is not formula-driven.",,No upward addition.,No counterevidence-triggered addition.,No upward addition.,No downward plausibility haircut.,exception,Mozambique,national,1973,2986.0,economic_peak_fallback,,No direct target observation is frozen for this row; the state GDP anchor is recorded for audit context only.,,,louren-o-marques::oil-discovered,manual_zero_exception,counterfactual checked and rejected,Kept oil disabled because the package still lacks a frozen localized petroleum observation or a defended discovery chain for this state.,resource_proposal.md,/Users/depro/Documents/Paradox Interactive/Victoria 3/mod/References/resource_proposal.md,Lourenço Marques / Oil (discovered) row in the proposal registry.,,,
Lourenço Marques,Oil (undiscovered),Oil,explicit exception,0,,,1936,,No GDP-selected target row is used here; this non-land row is held as an explicit audited exception until localized quantitative evidence is frozen.,supports,Proposal registry does not defend an oil slot here and no validated target observation survives the provenance pass.,pass,"No frozen quantitative target observation survives the validation pass for this row, so x is not formula-driven.",,No upward addition.,No counterevidence-triggered addition.,No upward addition.,No downward plausibility haircut.,exception,Mozambique,national,1973,2986.0,economic_peak_fallback,,No direct target observation is frozen for this row; the state GDP anchor is recorded for audit context only.,,,louren-o-marques::oil-undiscovered,manual_zero_exception,counterfactual checked and rejected,Kept oil disabled because the package still lacks a frozen localized petroleum observation or a defended discovery chain for this state.,resource_proposal.md,/Users/depro/Documents/Paradox Interactive/Victoria 3/mod/References/resource_proposal.md,Lourenço Marques / Oil (undiscovered) row in the proposal registry.,,,
Lourenço Marques,Rubber (discovered),Rubber,explicit exception,0,,,1936,,No GDP-selected target row is used here; this non-land row is held as an explicit audited exception until localized quantitative evidence is frozen.,supports,Proposal registry does not defend a discovered rubber slot here.,pass,"No frozen quantitative target observation survives the validation pass for this row, so x is not formula-driven.",,No upward addition.,No counterevidence-triggered addition.,No upward addition.,No downward plausibility haircut.,exception,Mozambique,national,1973,2986.0,economic_peak_fallback,,No direct target observation is frozen for this row; the state GDP anchor is recorded for audit context only.,,,louren-o-marques::rubber-discovered,manual_zero_exception,counterfactual checked and rejected,Kept discovered rubber disabled because no localized plantation chain or quantitative target observation survives the current provenance pass.,resource_proposal.md,/Users/depro/Documents/Paradox Interactive/Victoria 3/mod/References/resource_proposal.md,Lourenço Marques / Rubber (discovered) row in the proposal registry.,,,
Lourenço Marques,Rubber (undiscovered),Rubber,formula-driven,16,,,1936,160000.0,Representative year is audited metadata only for the latent-rubber land-capacity model; rubber no longer uses GDP-selected output rows here.,not_reviewed,No linked counterevidence case in the frozen research registry.,pass,Rubber (undiscovered) now uses direct effective commercial plantation hectares from audited rubber land-class rows.,,No upward addition.,No counterevidence-triggered addition.,No upward addition.,No downward plausibility haircut.,direct,,,,,,,Rubber (undiscovered) is audited from direct effective commercial plantation hectares rather than GDP-selected latex output.,,,,,,Latent-rubber model replaces the old explicit-zero policy with direct effective commercial plantation hectares.,resource_proposal.md,/Users/depro/Documents/Paradox Interactive/Victoria 3/mod/References/resource_proposal.md,Lourenço Marques / Rubber (undiscovered) row in the proposal registry.,Southern Africa comparator states ranked per region,/Users/depro/Documents/Paradox Interactive/Victoria 3/mod/References/research/southern_africa_comparator_states_ranked_per_region.md,[^smz]: Southern Mozambique is a hot coastal and riverine plain; that supports a bounded latent plantation slot even though broad Mozambique-wide tropical potential is excluded.
Zambezi,Arable Land,Arable Land,formula-driven,27,,,1936,1481125.0,Arable land capacity is audited as broad plausible 1936 commercial potential rather than GDP-selected realized output.,supports,Land-capacity model replaces the old output-gap reconstruction for arable rows.,pass,Observed x is direct effective commercial agricultural hectares from audited land-class rows.,,No upward addition.,No counterevidence-triggered addition.,No upward addition.,No downward plausibility haircut.,direct,,,,,,,Arable land is audited from direct effective commercial agricultural hectares rather than GDP-selected crop output.,,,,,,Land-capacity model uses direct effective commercial hectares; legacy output-gap uplift is retired.,Zuidelijk Afrika als landbouw- en visserijregio voor een Victoria 3-mod,/Users/depro/Documents/Paradox Interactive/Victoria 3/mod/References/research/agriculture and fisheries research.md,Zambezi section; diversified maize/sugar/cotton/tea/tobacco profile under mixed conditions.,Southern Africa comparator states ranked per region,/Users/depro/Documents/Paradox Interactive/Victoria 3/mod/References/research/southern_africa_comparator_states_ranked_per_region.md,Zambezi comparator basket and weighted agricultural matches.
Zambezi,Coal Mine,Coal Mine,formula-driven,4,,,1991,1646237.6596006893,Zimbabwe never reaches GBR 1940 GDP per capita in the frozen series; candidate year 1991 is the strongest available development match under that ceiling.,not_reviewed,No linked counterevidence case in the frozen research registry.,pass,Modern benchmark for Zimbabwe coal output.,,No upward addition.,No counterevidence-triggered addition.,No upward addition.,No downward plausibility haircut.,direct,Zimbabwe,national,1998,2369.019124,economic_peak_fallback,0.796645741306735,Zimbabwe never reaches GBR 1940 GDP per capita in the frozen series; candidate year 1991 is the strongest available development match under that ceiling.,,,,,,,,,,,,
Zambezi,Fishing,Fishing,explicit exception,0,,,none,,No direct target observation is frozen for this row; the state GDP anchor is recorded for audit context only.,constrains,Explicit exception row.,review_required,No direct target observation is currently frozen for this row.,,No upward addition.,No counterevidence-triggered addition.,No upward addition.,No downward plausibility haircut.,exception,Zimbabwe,national,1998,2369.019124,economic_peak_fallback,,No direct target observation is frozen for this row; the state GDP anchor is recorded for audit context only.,,,zambezi::fishing,manual_zero_exception,,,,,,,,
Zambezi,Gold Mine,Gold Mine,explicit exception,0,,,1936,,No GDP-selected target row is used here; this non-land row is held as an explicit audited exception until localized quantitative evidence is frozen.,supports,Proposal registry rejects a standalone gold-mine slot here; any gold-family logic for this state stays out of the capped row until direct target evidence is frozen.,pass,"No frozen quantitative target observation survives the validation pass for this row, so x is not formula-driven.",,No upward addition.,No counterevidence-triggered addition.,No upward addition.,No downward plausibility haircut.,exception,Zimbabwe,national,1998,2369.019124,economic_peak_fallback,,No direct target observation is frozen for this row; the state GDP anchor is recorded for audit context only.,,,zambezi::gold-mine,manual_zero_exception,counterfactual checked and rejected,Kept the gold-mine slot at zero because there is no frozen target observation for a commercial gold-mine row in this state and the proposal registry does not defend one for the 1836-1936 horizon.,resource_proposal.md,/Users/depro/Documents/Paradox Interactive/Victoria 3/mod/References/resource_proposal.md,Zambezi / Gold Mine row in the proposal registry.,mining research.md,/Users/depro/Documents/Paradox Interactive/Victoria 3/mod/References/research/mining research.md,Use alongside the proposal registry for state-level mining plausibility checks.
Zambezi,Iron Mine,Iron Mine,explicit exception,0,,,none,,No direct target observation is frozen for this row; the state GDP anchor is recorded for audit context only.,constrains,Explicit exception row.,review_required,No direct target observation is currently frozen for this row.,,No upward addition.,No counterevidence-triggered addition.,No upward addition.,No downward plausibility haircut.,exception,Zimbabwe,national,1998,2369.019124,economic_peak_fallback,,No direct target observation is frozen for this row; the state GDP anchor is recorded for audit context only.,,,zambezi::iron-mine,manual_zero_exception,,,,,,,,
Zambezi,Lead Mine,Lead Mine,formula-driven,1,,,1909,10.465051418149695,Mapped GDP geography lacks a value for the candidate resource years; representative year stayed manual.,constrains,Lead remains disabled in Zambezi.,pass,Southern Rhodesia lead anchor using the tonnage reported in the 1911 Britannica text.,,No upward addition.,No counterevidence-triggered addition.,No upward addition.,No downward plausibility haircut.,direct,Zimbabwe,,,,manual_override,,Mapped GDP geography lacks a value for the candidate resource years; representative year stayed manual.,,,,,,,,,,,,
Zambezi,Sulfur Mine,Sulfur Mine,explicit exception,0,,,none,,No direct target observation is frozen for this row; the state GDP anchor is recorded for audit context only.,constrains,Explicit exception row.,review_required,No direct target observation is currently frozen for this row.,,No upward addition.,No counterevidence-triggered addition.,No upward addition.,No downward plausibility haircut.,exception,Zimbabwe,national,1998,2369.019124,economic_peak_fallback,,No direct target observation is frozen for this row; the state GDP anchor is recorded for audit context only.,,,zambezi::sulfur-mine,manual_zero_exception,,,,,,,,
Zambezi,Whaling,Whaling,explicit exception,0,,,1936,,No GDP-selected target row is used here; this non-land row is held as an explicit audited exception until localized quantitative evidence is frozen.,supports,Proposal registry rejects a whaling slot here after checking the state against the family-level South Atlantic and Cape/Namibia whaling logic.,pass,"No frozen quantitative target observation survives the validation pass for this row, so x is not formula-driven.",,No upward addition.,No counterevidence-triggered addition.,No upward addition.,No downward plausibility haircut.,exception,Zimbabwe,national,1998,2369.019124,economic_peak_fallback,,No direct target observation is frozen for this row; the state GDP anchor is recorded for audit context only.,,,zambezi::whaling,manual_zero_exception,counterfactual checked and rejected,Kept whaling disabled because the reviewed proposal registry and fisheries research do not identify this state as a meaningful commercial whaling producer in the 1836-1936 horizon.,resource_proposal.md,/Users/depro/Documents/Paradox Interactive/Victoria 3/mod/References/resource_proposal.md,Zambezi / Whaling row in the proposal registry.,agriculture and fisheries research.md,/Users/depro/Documents/Paradox Interactive/Victoria 3/mod/References/research/agriculture and fisheries research.md,"Whaling section: keep the family on the Atlantic and Cape side, not as a generic slot for the whole coast or inland states."
Zambezi,Wood,Wood,formula-driven,3,,,1936,95600.0,Representative year is audited metadata only for the forestry-capacity model; wood no longer uses GDP-selected plantation-estate rows.,supports,Zimbabwe has a real commercial plantation sector concentrated in the Eastern Highlands; zero was wrong.,pass,Wood now uses direct effective commercial forestry hectares from audited wood land-class rows rather than observed plantation-estate area.,,No upward addition.,No counterevidence-triggered addition.,No upward addition.,No downward plausibility haircut.,direct,,,,,,,Wood is audited from direct effective commercial forestry hectares rather than GDP-selected plantation-estate observations.,,,,,,Potential-forestry model replaces observed plantation estate area with direct effective commercial forestry hectares.,Forests and Climate Change Working Paper 12,https://www.fao.org/4/i2970e/i2970e.pdf,"Zimbabwe has 108,000 ha of commercial plantations.",Zimbabwe Biodiversity Report,https://www.awf.org/sites/default/files/2023-09/ZBE%20Report%20Final%20Copy%20-%20080923.pdf,"Zimbabwe has 108,000 ha of planted or exotic forests today; about 90% of the plantation estates are in the Eastern Highlands, and the area was about 156,000 ha in 1996."
Zambezi,Gold Fields (discovered),Gold Fields,explicit exception,0,,,none,,No direct target observation is frozen for this row; the state GDP anchor is recorded for audit context only.,constrains,Explicit exception row.,review_required,No direct target observation is currently frozen for this row.,,No upward addition.,No counterevidence-triggered addition.,No upward addition.,No downward plausibility haircut.,exception,Zimbabwe,national,1998,2369.019124,economic_peak_fallback,,No direct target observation is frozen for this row; the state GDP anchor is recorded for audit context only.,,,zambezi::gold-fields-discovered,manual_zero_exception,,,,,,,,
Zambezi,Gold Fields (undiscovered),Gold Fields,explicit exception,0,,,none,,No direct target observation is frozen for this row; the state GDP anchor is recorded for audit context only.,constrains,Explicit exception row.,review_required,No direct target observation is currently frozen for this row.,,No upward addition.,No counterevidence-triggered addition.,No upward addition.,No downward plausibility haircut.,exception,Zimbabwe,national,1998,2369.019124,economic_peak_fallback,,No direct target observation is frozen for this row; the state GDP anchor is recorded for audit context only.,,,zambezi::gold-fields-undiscovered,manual_zero_exception,,,,,,,,
Zambezi,Oil (discovered),Oil,explicit exception,0,,,1936,,No GDP-selected target row is used here; this non-land row is held as an explicit audited exception until localized quantitative evidence is frozen.,supports,Proposal registry does not defend an oil slot here and no validated target observation survives the provenance pass.,pass,"No frozen quantitative target observation survives the validation pass for this row, so x is not formula-driven.",,No upward addition.,No counterevidence-triggered addition.,No upward addition.,No downward plausibility haircut.,exception,Zimbabwe,national,1998,2369.019124,economic_peak_fallback,,No direct target observation is frozen for this row; the state GDP anchor is recorded for audit context only.,,,zambezi::oil-discovered,manual_zero_exception,counterfactual checked and rejected,Kept oil disabled because the package still lacks a frozen localized petroleum observation or a defended discovery chain for this state.,resource_proposal.md,/Users/depro/Documents/Paradox Interactive/Victoria 3/mod/References/resource_proposal.md,Zambezi / Oil (discovered) row in the proposal registry.,,,
Zambezi,Oil (undiscovered),Oil,explicit exception,0,,,1936,,No GDP-selected target row is used here; this non-land row is held as an explicit audited exception until localized quantitative evidence is frozen.,supports,Proposal registry does not defend an oil slot here and no validated target observation survives the provenance pass.,pass,"No frozen quantitative target observation survives the validation pass for this row, so x is not formula-driven.",,No upward addition.,No counterevidence-triggered addition.,No upward addition.,No downward plausibility haircut.,exception,Zimbabwe,national,1998,2369.019124,economic_peak_fallback,,No direct target observation is frozen for this row; the state GDP anchor is recorded for audit context only.,,,zambezi::oil-undiscovered,manual_zero_exception,counterfactual checked and rejected,Kept oil disabled because the package still lacks a frozen localized petroleum observation or a defended discovery chain for this state.,resource_proposal.md,/Users/depro/Documents/Paradox Interactive/Victoria 3/mod/References/resource_proposal.md,Zambezi / Oil (undiscovered) row in the proposal registry.,,,
Zambezi,Rubber (discovered),Rubber,explicit exception,0,,,1936,,No GDP-selected target row is used here; this non-land row is held as an explicit audited exception until localized quantitative evidence is frozen.,supports,Proposal registry does not defend a discovered rubber slot here.,pass,"No frozen quantitative target observation survives the validation pass for this row, so x is not formula-driven.",,No upward addition.,No counterevidence-triggered addition.,No upward addition.,No downward plausibility haircut.,exception,Zimbabwe,national,1998,2369.019124,economic_peak_fallback,,No direct target observation is frozen for this row; the state GDP anchor is recorded for audit context only.,,,zambezi::rubber-discovered,manual_zero_exception,counterfactual checked and rejected,Kept discovered rubber disabled because no localized plantation chain or quantitative target observation survives the current provenance pass.,resource_proposal.md,/Users/depro/Documents/Paradox Interactive/Victoria 3/mod/References/resource_proposal.md,Zambezi / Rubber (discovered) row in the proposal registry.,,,
Zambezi,Rubber (undiscovered),Rubber,formula-driven,17,,,1936,163500.0,Representative year is audited metadata only for the latent-rubber land-capacity model; rubber no longer uses GDP-selected output rows here.,not_reviewed,No linked counterevidence case in the frozen research registry.,pass,Rubber (undiscovered) now uses direct effective commercial plantation hectares from audited rubber land-class rows.,,No upward addition.,No counterevidence-triggered addition.,No upward addition.,No downward plausibility haircut.,direct,,,,,,,Rubber (undiscovered) is audited from direct effective commercial plantation hectares rather than GDP-selected latex output.,,,,,,Latent-rubber model replaces the old explicit-zero policy with direct effective commercial plantation hectares.,resource_proposal.md,/Users/depro/Documents/Paradox Interactive/Victoria 3/mod/References/resource_proposal.md,Zambezi / Rubber (undiscovered) row in the proposal registry.,Southern Africa comparator states ranked per region,/Users/depro/Documents/Paradox Interactive/Victoria 3/mod/References/research/southern_africa_comparator_states_ranked_per_region.md,"[^zim]: Zimbabwe is tropical but elevation-bounded; only the warmest eastern and lowveld fringe supports this latent-rubber slot, not the whole state."
Hereroland,Arable Land,Arable Land,formula-driven,4,,,1936,220500.0,Arable land is audited from direct effective commercial agricultural hectares rather than GDP-selected crop output.,constrains,Counterfactual checked; Hereroland is extremely low-arable,pass,Observed x is the summed effective commercial agricultural hectares from audited land-class rows.,,No upward addition.,No counterevidence-triggered addition.,No upward addition.,No downward plausibility haircut.,direct,,,,,,,Arable land is audited from direct effective commercial agricultural hectares rather than GDP-selected crop output.,,,,,,,,,,,,
Hereroland,Coal Mine,Coal Mine,constrained zero,0,,,none,,No direct target observation is frozen for this row; the state GDP anchor is recorded for audit context only.,supports,Hereroland coal remains disabled.,constrained_zero,No direct target observation is currently frozen for this row.,,No upward addition.,No counterevidence-triggered addition.,No upward addition.,No downward plausibility haircut.,direct,Namibia,national,2015,9333.582794,economic_peak_fallback,,No direct target observation is frozen for this row; the state GDP anchor is recorded for audit context only.,,,hereroland::coal-mine,,,,,,,,,
Hereroland,Fishing,Fishing,formula-driven,11,,,2004,64273.17675986433,Namibia never reaches GBR 1940 GDP per capita in the frozen series; candidate year 2004 is the strongest available development match under that ceiling.,not_reviewed,No linked counterevidence case in the frozen research registry.,pass,Namibian marine harvest anchor used as the current Hereroland fishing target proxy because Walvis Bay and the central Namibian coast carry the dominant marine industry in the SB split.,,No upward addition.,No counterevidence-triggered addition.,No upward addition.,No downward plausibility haircut.,direct,Namibia,national,2015,9333.582794,economic_peak_fallback,0.3857273257686677,Namibia never reaches GBR 1940 GDP per capita in the frozen series; candidate year 2004 is the strongest available development match under that ceiling.,,,,,,,,,,,,
Hereroland,Gold Mine,Gold Mine,explicit exception,0,,,1936,,No GDP-selected target row is used here; this non-land row is held as an explicit audited exception until localized quantitative evidence is frozen.,supports,Proposal registry rejects a standalone gold-mine slot here; any gold-family logic for this state stays out of the capped row until direct target evidence is frozen.,pass,"No frozen quantitative target observation survives the validation pass for this row, so x is not formula-driven.",,No upward addition.,No counterevidence-triggered addition.,No upward addition.,No downward plausibility haircut.,exception,Namibia,national,2015,9333.582794,economic_peak_fallback,,No direct target observation is frozen for this row; the state GDP anchor is recorded for audit context only.,,,hereroland::gold-mine,manual_zero_exception,counterfactual checked and rejected,Kept the gold-mine slot at zero because there is no frozen target observation for a commercial gold-mine row in this state and the proposal registry does not defend one for the 1836-1936 horizon.,resource_proposal.md,/Users/depro/Documents/Paradox Interactive/Victoria 3/mod/References/resource_proposal.md,Hereroland / Gold Mine row in the proposal registry.,mining research.md,/Users/depro/Documents/Paradox Interactive/Victoria 3/mod/References/research/mining research.md,Use alongside the proposal registry for state-level mining plausibility checks.
Hereroland,Iron Mine,Iron Mine,explicit exception,0,,,none,,No direct target observation is frozen for this row; the state GDP anchor is recorded for audit context only.,constrains,Explicit exception row.,review_required,No direct target observation is currently frozen for this row.,,No upward addition.,No counterevidence-triggered addition.,No upward addition.,No downward plausibility haircut.,exception,Namibia,national,2015,9333.582794,economic_peak_fallback,,No direct target observation is frozen for this row; the state GDP anchor is recorded for audit context only.,,,hereroland::iron-mine,manual_zero_exception,,,,,,,,
Hereroland,Lead Mine,Lead Mine,formula-driven,2,,,1913,1803.3992122572813,Mapped GDP geography lacks a value for the candidate resource years; representative year stayed manual.,supports,Lead row remains enabled in Hereroland at a large but moderated cap.,pass,Pre-war Tsumeb peak ore-production anchor mapped onto the northern Namibia lead-mine row as the SB polymetallic base-metal proxy.,,No upward addition.,No counterevidence-triggered addition.,No upward addition.,No downward plausibility haircut.,proxy,Namibia,,,,manual_override,,Mapped GDP geography lacks a value for the candidate resource years; representative year stayed manual.,,,,,,,,,,,,
Hereroland,Sulfur Mine,Sulfur Mine,explicit exception,0,,,none,,No direct target observation is frozen for this row; the state GDP anchor is recorded for audit context only.,constrains,Explicit exception row.,review_required,No direct target observation is currently frozen for this row.,,No upward addition.,No counterevidence-triggered addition.,No upward addition.,No downward plausibility haircut.,exception,Namibia,national,2015,9333.582794,economic_peak_fallback,,No direct target observation is frozen for this row; the state GDP anchor is recorded for audit context only.,,,hereroland::sulfur-mine,manual_zero_exception,,,,,,,,
Hereroland,Whaling,Whaling,explicit exception,2,,,1936,,No GDP-selected target row is used here; this non-land row is held as an explicit audited exception until localized quantitative evidence is frozen.,supports,"Proposal registry and family research both support keeping a small whaling slot here, but not escalating it beyond the current cap.",pass,"No frozen quantitative target observation survives the validation pass for this row, so x is not formula-driven.",,No upward addition.,No counterevidence-triggered addition.,No upward addition.,No downward plausibility haircut.,exception,Namibia,national,2015,9333.582794,economic_peak_fallback,,No direct target observation is frozen for this row; the state GDP anchor is recorded for audit context only.,,,hereroland::whaling,qualitative_slot_exception,manual family after searched evidence,"Retained a small whaling slot as an explicit exception because the frozen package still lacks a reproducible quantitative whaling anchor, but the reviewed coastal literature supports a real commercial whaling presence in this state footprint.",resource_proposal.md,/Users/depro/Documents/Paradox Interactive/Victoria 3/mod/References/resource_proposal.md,Hereroland / Whaling row in the proposal registry.,agriculture and fisheries research.md,/Users/depro/Documents/Paradox Interactive/Victoria 3/mod/References/research/agriculture and fisheries research.md,"Whaling section: keep the family on the Atlantic and Cape side, not as a generic slot for the whole coast or inland states."
Hereroland,Wood,Wood,explicit exception,0,,,1936,0.0,Representative year is audited metadata only for the forestry-capacity model; wood no longer uses GDP-selected plantation-estate rows.,constrains,Explicit exception row.,review_required,Wood now uses direct effective commercial forestry hectares from audited wood land-class rows.,,No upward addition.,No counterevidence-triggered addition.,No upward addition.,No downward plausibility haircut.,exception,,,,,,,Wood is audited from direct effective commercial forestry hectares rather than GDP-selected plantation-estate observations.,,,hereroland::wood,manual_zero_exception,,,,,,,,
