sheet,geography,resource,year,normalized_quantity,normalized_unit,source_title,source_url,citation_locator,note,evidence_scope,target_match_status,slot_support_status,localization_discount,validation_note,row_id,row_status,supersedes_row_id,state_pass_index,changed_on,change_reason
Zimbabwe,"Tennessee
STATE_TENNESSEE
Vanilla name: STATE_TENNESSEE",Livestock Ranch,2024,1618000.0,head livestock,USDA/NASS 2024 State Agriculture Overview for Tennessee,https://www.nass.usda.gov/Quick_Stats/Ag_Overview/stateOverview.php?state=TENNESSEE&year=2024,Livestock inventory table; summed cattle including calves and sheep including lambs.,"Generic livestock proxy built from USDA/NASS state inventory rows. Cattle, Incl Calves - Inventory = 1,570,000; Sheep, Incl Lambs - Inventory = 48,000",national_fallback,partial_overlap,distinct_slot_supported,0.85,Zambezi target observations use a bounded Zimbabwe-wide fallback because many published series are national rather than split-state.,modern-anchor-0248,active,,0,,baseline row
Zimbabwe,"Tennessee
STATE_TENNESSEE
Vanilla name: STATE_TENNESSEE",Maize Farm,2024,2548128.0,t output,USDA/NASS 2024 State Agriculture Overview for Tennessee,https://www.nass.usda.gov/Quick_Stats/Ag_Overview/stateOverview.php?state=TENNESSEE&year=2024,"Commodity summary table; row CORN, GRAIN; production cell = 100,320,000 BU.",USDA/NASS State Agriculture Overview commodity summary row.,national_fallback,partial_overlap,distinct_slot_supported,0.85,Zambezi target observations use a bounded Zimbabwe-wide fallback because many published series are national rather than split-state.,modern-anchor-0249,active,,0,,baseline row
Zimbabwe,"Tennessee
STATE_TENNESSEE
Vanilla name: STATE_TENNESSEE",Tobacco Plantation,2024,8652.27445775,t output,USDA/NASS 2024 State Agriculture Overview for Tennessee,https://www.nass.usda.gov/Quick_Stats/Ag_Overview/stateOverview.php?state=TENNESSEE&year=2024,"Commodity summary table; row TOBACCO; production cell = 19,075,000 LB.",USDA/NASS State Agriculture Overview commodity summary row.,national_fallback,partial_overlap,distinct_slot_supported,0.85,Zambezi target observations use a bounded Zimbabwe-wide fallback because many published series are national rather than split-state.,modern-anchor-0250,active,,0,,baseline row
Zimbabwe,"Entre Ríos
STATE_CORRIENTES
Vanilla name: STATE_CORRIENTES",Livestock Ranch,2002,4169016.0,head livestock,INDEC Censo Nacional Agropecuario 2002,https://sitioanterior.indec.gob.ar/agropecuario/cuadros/c20_tot.xls,"Table c20_tot.xls (bovinos), c22_tot.xls (ovinos), and c23_tot.xls (caprinos); province Entre Ríos; totals summed.","Generic livestock proxy built from bovine, ovine, and caprine provincial census heads.",national_fallback,partial_overlap,distinct_slot_supported,0.85,Zambezi target observations use a bounded Zimbabwe-wide fallback because many published series are national rather than split-state.,modern-anchor-0251,active,,0,,baseline row
Zimbabwe,"Entre Ríos
STATE_CORRIENTES
Vanilla name: STATE_CORRIENTES",Maize Farm,2019,521640.0,t output,MAGyP Estimaciones Agrícolas dataset,https://datosestimaciones.magyp.gob.ar/reportes.php?reporte=Estimaciones,Full dataset download; province Entre Ríos; crop Maíz; maximum reported production campaign ending 2019.,Official MAGyP crop production dataset by province; maximum annual tonnage used.,national_fallback,partial_overlap,distinct_slot_supported,0.85,Zambezi target observations use a bounded Zimbabwe-wide fallback because many published series are national rather than split-state.,modern-anchor-0252,active,,0,,baseline row
Zimbabwe,"Queensland
STATE_QUEENSLAND
Vanilla name: STATE_QUEENSLAND",Livestock Ranch,2014,18881816.0,head livestock,"Australian Agriculture: Livestock, 2023-24",https://www.abs.gov.au/statistics/industry/agriculture/australian-agriculture-livestock/2023-24/AALDC_Cattle%20herd%20series_2005%20to%202024.xlsx,"Table 1 cattle herd series plus sheep flock series; Queensland; cattle max year 2014, sheep max year 2004.",Generic livestock proxy built from cattle plus sheep series because Victoria 3 ranching combines large- and small-stock systems.,national_fallback,partial_overlap,distinct_slot_supported,0.85,Zambezi target observations use a bounded Zimbabwe-wide fallback because many published series are national rather than split-state.,modern-anchor-0253,active,,0,,baseline row
Botswana,"New Mexico
STATE_NEW_MEXICO
Vanilla name: STATE_NEW_MEXICO",Livestock Ranch,2024,1354000.0,head livestock,USDA/NASS 2024 State Agriculture Overview for New Mexico,https://www.nass.usda.gov/Quick_Stats/Ag_Overview/stateOverview.php?state=NEW%20MEXICO&year=2024,Livestock inventory table; summed cattle including calves and sheep including lambs.,"Generic livestock proxy built from USDA/NASS state inventory rows. Cattle, Incl Calves - Inventory = 1,280,000; Sheep, Incl Lambs - Inventory = 74,000",state_localized,direct,distinct_slot_supported,1.0,Botswana target observations are treated as state-localized evidence.,modern-anchor-0254,active,,0,,baseline row
Botswana,"Texas
STATE_TEXAS
Vanilla name: STATE_TEXAS",Livestock Ranch,2024,12770000.0,head livestock,USDA/NASS 2024 State Agriculture Overview for Texas,https://www.nass.usda.gov/Quick_Stats/Ag_Overview/stateOverview.php?state=TEXAS&year=2024,Livestock inventory table; summed cattle including calves and sheep including lambs.,"Generic livestock proxy built from USDA/NASS state inventory rows. Cattle, Incl Calves - Inventory = 12,100,000; Sheep, Incl Lambs - Inventory = 670,000",state_localized,direct,distinct_slot_supported,1.0,Botswana target observations are treated as state-localized evidence.,modern-anchor-0255,active,,0,,baseline row
Botswana,"Texas
STATE_TEXAS
Vanilla name: STATE_TEXAS",Millet Farm,2024,2283460.0,t output,USDA/NASS 2024 State Agriculture Overview for Texas,https://www.nass.usda.gov/Quick_Stats/Ag_Overview/stateOverview.php?state=TEXAS&year=2024,"Commodity summary table; row SORGHUM, GRAIN; production cell = 89,900,000 BU.",USDA/NASS State Agriculture Overview commodity summary row.,state_localized,direct,distinct_slot_supported,1.0,Botswana target observations are treated as state-localized evidence.,modern-anchor-0256,active,,0,,baseline row
Botswana,"Chaco Province
STATE_CHACO
Vanilla name: STATE_CHACO",Livestock Ranch,2002,2323121.0,head livestock,INDEC Censo Nacional Agropecuario 2002,https://sitioanterior.indec.gob.ar/agropecuario/cuadros/c20_tot.xls,"Table c20_tot.xls (bovinos), c22_tot.xls (ovinos), and c23_tot.xls (caprinos); province Chaco; totals summed.","Generic livestock proxy built from bovine, ovine, and caprine provincial census heads.",state_localized,direct,distinct_slot_supported,1.0,Botswana target observations are treated as state-localized evidence.,modern-anchor-0257,active,,0,,baseline row
Botswana,"Formosa Province
STATE_FORMOSA
Vanilla name: STATE_FORMOSA",Livestock Ranch,2002,1571665.0,head livestock,INDEC Censo Nacional Agropecuario 2002,https://sitioanterior.indec.gob.ar/agropecuario/cuadros/c20_tot.xls,"Table c20_tot.xls (bovinos), c22_tot.xls (ovinos), and c23_tot.xls (caprinos); province Formosa; totals summed.","Generic livestock proxy built from bovine, ovine, and caprine provincial census heads.",state_localized,direct,distinct_slot_supported,1.0,Botswana target observations are treated as state-localized evidence.,modern-anchor-0258,active,,0,,baseline row
Botswana,"Northern Territory
STATE_NORTHERN_TERRITORY
Vanilla name: STATE_NORTHERN_TERRITORY",Livestock Ranch,2016,2513725.0,head livestock,"Australian Agriculture: Livestock, 2023-24",https://www.abs.gov.au/statistics/industry/agriculture/australian-agriculture-livestock/2023-24/AALDC_Cattle%20herd%20series_2005%20to%202024.xlsx,"Table 1 cattle herd series plus sheep flock series; Northern Territory; cattle max year 2016, sheep max year 0.",Generic livestock proxy built from cattle plus sheep series because Victoria 3 ranching combines large- and small-stock systems.,state_localized,direct,distinct_slot_supported,1.0,Botswana target observations are treated as state-localized evidence.,modern-anchor-0259,active,,0,,baseline row
Botswana,"Queensland
STATE_QUEENSLAND
Vanilla name: STATE_QUEENSLAND",Livestock Ranch,2014,18881816.0,head livestock,"Australian Agriculture: Livestock, 2023-24",https://www.abs.gov.au/statistics/industry/agriculture/australian-agriculture-livestock/2023-24/AALDC_Cattle%20herd%20series_2005%20to%202024.xlsx,"Table 1 cattle herd series plus sheep flock series; Queensland; cattle max year 2014, sheep max year 2004.",Generic livestock proxy built from cattle plus sheep series because Victoria 3 ranching combines large- and small-stock systems.,state_localized,direct,distinct_slot_supported,1.0,Botswana target observations are treated as state-localized evidence.,modern-anchor-0260,active,,0,,baseline row
Botswana,"South Australia
STATE_SOUTH_AUSTRALIA
Vanilla name: STATE_SOUTH_AUSTRALIA",Livestock Ranch,2005,13776224.0,head livestock,"Australian Agriculture: Livestock, 2023-24",https://www.abs.gov.au/statistics/industry/agriculture/australian-agriculture-livestock/2023-24/AALDC_Cattle%20herd%20series_2005%20to%202024.xlsx,"Table 1 cattle herd series plus sheep flock series; South Australia; cattle max year 2005, sheep max year 2004.",Generic livestock proxy built from cattle plus sheep series because Victoria 3 ranching combines large- and small-stock systems.,state_localized,direct,distinct_slot_supported,1.0,Botswana target observations are treated as state-localized evidence.,modern-anchor-0261,active,,0,,baseline row
Botswana,"Western Australia
STATE_WESTERN_AUSTRALIA
Vanilla name: STATE_WESTERN_AUSTRALIA",Livestock Ranch,2006,28040241.0,head livestock,"Australian Agriculture: Livestock, 2023-24",https://www.abs.gov.au/statistics/industry/agriculture/australian-agriculture-livestock/2023-24/AALDC_Cattle%20herd%20series_2005%20to%202024.xlsx,"Table 1 cattle herd series plus sheep flock series; Western Australia; cattle max year 2006, sheep max year 2004.",Generic livestock proxy built from cattle plus sheep series because Victoria 3 ranching combines large- and small-stock systems.,state_localized,direct,distinct_slot_supported,1.0,Botswana target observations are treated as state-localized evidence.,modern-anchor-0262,active,,0,,baseline row
Botswana,"Nevada
STATE_NEVADA
Vanilla name: STATE_NEVADA",Livestock Ranch,2024,503000.0,head livestock,USDA/NASS 2024 State Agriculture Overview for Nevada,https://www.nass.usda.gov/Quick_Stats/Ag_Overview/stateOverview.php?state=NEVADA&year=2024,Livestock inventory table; summed cattle including calves and sheep including lambs.,"Generic livestock proxy built from USDA/NASS state inventory rows. Cattle, Incl Calves - Inventory = 435,000; Sheep, Incl Lambs - Inventory = 68,000",state_localized,direct,distinct_slot_supported,1.0,Botswana target observations are treated as state-localized evidence.,modern-anchor-0263,active,,0,,baseline row
N_Namibia,"Northern Territory
STATE_NORTHERN_TERRITORY
Vanilla name: STATE_NORTHERN_TERRITORY",Livestock Ranch,2016,2513725.0,head livestock,"Australian Agriculture: Livestock, 2023-24",https://www.abs.gov.au/statistics/industry/agriculture/australian-agriculture-livestock/2023-24/AALDC_Cattle%20herd%20series_2005%20to%202024.xlsx,"Table 1 cattle herd series plus sheep flock series; Northern Territory; cattle max year 2016, sheep max year 0.",Generic livestock proxy built from cattle plus sheep series because Victoria 3 ranching combines large- and small-stock systems.,regional_proxy,partial_overlap,distinct_slot_supported,0.9,Hereroland target observations use a bounded northern Namibia proxy rather than a perfect state-only series.,modern-anchor-0264,active,,0,,baseline row
N_Namibia,"Queensland
STATE_QUEENSLAND
Vanilla name: STATE_QUEENSLAND",Livestock Ranch,2014,18881816.0,head livestock,"Australian Agriculture: Livestock, 2023-24",https://www.abs.gov.au/statistics/industry/agriculture/australian-agriculture-livestock/2023-24/AALDC_Cattle%20herd%20series_2005%20to%202024.xlsx,"Table 1 cattle herd series plus sheep flock series; Queensland; cattle max year 2014, sheep max year 2004.",Generic livestock proxy built from cattle plus sheep series because Victoria 3 ranching combines large- and small-stock systems.,regional_proxy,partial_overlap,distinct_slot_supported,0.9,Hereroland target observations use a bounded northern Namibia proxy rather than a perfect state-only series.,modern-anchor-0265,active,,0,,baseline row
N_Namibia,"Mato Grosso
STATE_MATO_GROSSO
Vanilla name: STATE_MATO_GROSSO",Livestock Ranch,2022,34749982.0,head livestock,IBGE Pesquisa da Pecuária Municipal,https://servicodados.ibge.gov.br/api/v3/agregados/3939/periodos/all/variaveis/105,"Aggregate 3939, bovino+ovino+caprino summed for state Mato Grosso, maximum available annual herd total in 2022.","Generic livestock proxy built from bovine, ovine, and caprine herd totals because the land-economy model combines ranching outputs.",regional_proxy,partial_overlap,distinct_slot_supported,0.9,Hereroland target observations use a bounded northern Namibia proxy rather than a perfect state-only series.,modern-anchor-0266,active,,0,,baseline row
N_Namibia,"Goiás
STATE_GOIAS
Vanilla name: STATE_GOIAS",Livestock Ranch,2022,24585836.0,head livestock,IBGE Pesquisa da Pecuária Municipal,https://servicodados.ibge.gov.br/api/v3/agregados/3939/periodos/all/variaveis/105,"Aggregate 3939, bovino+ovino+caprino summed for state Goiás, maximum available annual herd total in 2022.","Generic livestock proxy built from bovine, ovine, and caprine herd totals because the land-economy model combines ranching outputs.",regional_proxy,partial_overlap,distinct_slot_supported,0.9,Hereroland target observations use a bounded northern Namibia proxy rather than a perfect state-only series.,modern-anchor-0267,active,,0,,baseline row
N_Namibia,"Chaco Province
STATE_CHACO
Vanilla name: STATE_CHACO",Livestock Ranch,2002,2323121.0,head livestock,INDEC Censo Nacional Agropecuario 2002,https://sitioanterior.indec.gob.ar/agropecuario/cuadros/c20_tot.xls,"Table c20_tot.xls (bovinos), c22_tot.xls (ovinos), and c23_tot.xls (caprinos); province Chaco; totals summed.","Generic livestock proxy built from bovine, ovine, and caprine provincial census heads.",regional_proxy,partial_overlap,distinct_slot_supported,0.9,Hereroland target observations use a bounded northern Namibia proxy rather than a perfect state-only series.,modern-anchor-0268,active,,0,,baseline row
N_Namibia,"Formosa Province
STATE_FORMOSA
Vanilla name: STATE_FORMOSA",Livestock Ranch,2002,1571665.0,head livestock,INDEC Censo Nacional Agropecuario 2002,https://sitioanterior.indec.gob.ar/agropecuario/cuadros/c20_tot.xls,"Table c20_tot.xls (bovinos), c22_tot.xls (ovinos), and c23_tot.xls (caprinos); province Formosa; totals summed.","Generic livestock proxy built from bovine, ovine, and caprine provincial census heads.",regional_proxy,partial_overlap,distinct_slot_supported,0.9,Hereroland target observations use a bounded northern Namibia proxy rather than a perfect state-only series.,modern-anchor-0269,active,,0,,baseline row
N_Namibia,"Bahia
STATE_BAHIA
Vanilla name: STATE_BAHIA",Livestock Ranch,2024,23004599.0,head livestock,IBGE Pesquisa da Pecuária Municipal,https://servicodados.ibge.gov.br/api/v3/agregados/3939/periodos/all/variaveis/105,"Aggregate 3939, bovino+ovino+caprino summed for state Bahia, maximum available annual herd total in 2024.","Generic livestock proxy built from bovine, ovine, and caprine herd totals because the land-economy model combines ranching outputs.",regional_proxy,partial_overlap,distinct_slot_supported,0.9,Hereroland target observations use a bounded northern Namibia proxy rather than a perfect state-only series.,modern-anchor-0270,active,,0,,baseline row
N_Namibia,"Maranhão
STATE_MARANHAO
Vanilla name: STATE_MARANHAO",Livestock Ranch,2024,11040808.0,head livestock,IBGE Pesquisa da Pecuária Municipal,https://servicodados.ibge.gov.br/api/v3/agregados/3939/periodos/all/variaveis/105,"Aggregate 3939, bovino+ovino+caprino summed for state Maranhão, maximum available annual herd total in 2024.","Generic livestock proxy built from bovine, ovine, and caprine herd totals because the land-economy model combines ranching outputs.",regional_proxy,partial_overlap,distinct_slot_supported,0.9,Hereroland target observations use a bounded northern Namibia proxy rather than a perfect state-only series.,modern-anchor-0271,active,,0,,baseline row
S_Namibia,Atacama Region,Livestock Ranch,2010,38726.0,head livestock,"Odepa existencias bovinos, ovinos y caprinos",https://bibliotecadigital.odepa.gob.cl/bitstreams/fd09efd0-c13b-4652-be10-42ddca3650a8/download,"Bovino/Ovino/Caprino sheets; region Atacama Region; cattle, sheep, and goats summed; maximum annual herd total in 2010.","Official ODEPA regional herd counts; bovine, ovine, and caprine heads summed for the ranching proxy.",regional_proxy,partial_overlap,distinct_slot_supported,0.9,Namaqualand target observations use a bounded southern Namibia proxy rather than a perfect state-only series.,modern-anchor-0272,active,,0,,baseline row
S_Namibia,"Nevada
STATE_NEVADA
Vanilla name: STATE_NEVADA",Livestock Ranch,2024,503000.0,head livestock,USDA/NASS 2024 State Agriculture Overview for Nevada,https://www.nass.usda.gov/Quick_Stats/Ag_Overview/stateOverview.php?state=NEVADA&year=2024,Livestock inventory table; summed cattle including calves and sheep including lambs.,"Generic livestock proxy built from USDA/NASS state inventory rows. Cattle, Incl Calves - Inventory = 435,000; Sheep, Incl Lambs - Inventory = 68,000",regional_proxy,partial_overlap,distinct_slot_supported,0.9,Namaqualand target observations use a bounded southern Namibia proxy rather than a perfect state-only series.,modern-anchor-0273,active,,0,,baseline row
S_Namibia,"Arizona
STATE_ARIZONA
Vanilla name: STATE_ARIZONA",Livestock Ranch,2024,1021000.0,head livestock,USDA/NASS 2024 State Agriculture Overview for Arizona,https://www.nass.usda.gov/Quick_Stats/Ag_Overview/stateOverview.php?state=ARIZONA&year=2024,Livestock inventory table; summed cattle including calves and sheep including lambs.,"Generic livestock proxy built from USDA/NASS state inventory rows. Cattle, Incl Calves - Inventory = 930,000; Sheep, Incl Lambs - Inventory = 91,000",regional_proxy,partial_overlap,distinct_slot_supported,0.9,Namaqualand target observations use a bounded southern Namibia proxy rather than a perfect state-only series.,modern-anchor-0274,active,,0,,baseline row
S_Namibia,"Coquimbo Region
STATE_ANTOFAGASTA
Vanilla name: STATE_ANTOFAGASTA",Livestock Ranch,2010,435236.0,head livestock,"Odepa existencias bovinos, ovinos y caprinos",https://bibliotecadigital.odepa.gob.cl/bitstreams/fd09efd0-c13b-4652-be10-42ddca3650a8/download,"Bovino/Ovino/Caprino sheets; region Coquimbo Region; cattle, sheep, and goats summed; maximum annual herd total in 2010.","Official ODEPA regional herd counts; bovine, ovine, and caprine heads summed for the ranching proxy.",regional_proxy,partial_overlap,distinct_slot_supported,0.9,Namaqualand target observations use a bounded southern Namibia proxy rather than a perfect state-only series.,modern-anchor-0275,active,,0,,baseline row
S_Namibia,"Utah
STATE_UTAH
Vanilla name: STATE_UTAH",Livestock Ranch,2024,1020000.0,head livestock,USDA/NASS 2024 State Agriculture Overview for Utah,https://www.nass.usda.gov/Quick_Stats/Ag_Overview/stateOverview.php?state=UTAH&year=2024,Livestock inventory table; summed cattle including calves and sheep including lambs.,"Generic livestock proxy built from USDA/NASS state inventory rows. Cattle, Incl Calves - Inventory = 740,000; Sheep, Incl Lambs - Inventory = 280,000",regional_proxy,partial_overlap,distinct_slot_supported,0.9,Namaqualand target observations use a bounded southern Namibia proxy rather than a perfect state-only series.,modern-anchor-0276,active,,0,,baseline row
S_Namibia,"New Mexico
STATE_NEW_MEXICO
Vanilla name: STATE_NEW_MEXICO",Livestock Ranch,2024,1354000.0,head livestock,USDA/NASS 2024 State Agriculture Overview for New Mexico,https://www.nass.usda.gov/Quick_Stats/Ag_Overview/stateOverview.php?state=NEW%20MEXICO&year=2024,Livestock inventory table; summed cattle including calves and sheep including lambs.,"Generic livestock proxy built from USDA/NASS state inventory rows. Cattle, Incl Calves - Inventory = 1,280,000; Sheep, Incl Lambs - Inventory = 74,000",regional_proxy,partial_overlap,distinct_slot_supported,0.9,Namaqualand target observations use a bounded southern Namibia proxy rather than a perfect state-only series.,modern-anchor-0277,active,,0,,baseline row
S_Namibia,"South Australia
STATE_SOUTH_AUSTRALIA
Vanilla name: STATE_SOUTH_AUSTRALIA",Livestock Ranch,2005,13776224.0,head livestock,"Australian Agriculture: Livestock, 2023-24",https://www.abs.gov.au/statistics/industry/agriculture/australian-agriculture-livestock/2023-24/AALDC_Cattle%20herd%20series_2005%20to%202024.xlsx,"Table 1 cattle herd series plus sheep flock series; South Australia; cattle max year 2005, sheep max year 2004.",Generic livestock proxy built from cattle plus sheep series because Victoria 3 ranching combines large- and small-stock systems.,regional_proxy,partial_overlap,distinct_slot_supported,0.9,Namaqualand target observations use a bounded southern Namibia proxy rather than a perfect state-only series.,modern-anchor-0278,active,,0,,baseline row
S_Namibia,"Western Australia
STATE_WESTERN_AUSTRALIA
Vanilla name: STATE_WESTERN_AUSTRALIA",Livestock Ranch,2006,28040241.0,head livestock,"Australian Agriculture: Livestock, 2023-24",https://www.abs.gov.au/statistics/industry/agriculture/australian-agriculture-livestock/2023-24/AALDC_Cattle%20herd%20series_2005%20to%202024.xlsx,"Table 1 cattle herd series plus sheep flock series; Western Australia; cattle max year 2006, sheep max year 2004.",Generic livestock proxy built from cattle plus sheep series because Victoria 3 ranching combines large- and small-stock systems.,regional_proxy,partial_overlap,distinct_slot_supported,0.9,Namaqualand target observations use a bounded southern Namibia proxy rather than a perfect state-only series.,modern-anchor-0279,active,,0,,baseline row
S_Namibia,"La Rioja Province
STATE_RIO_NEGRO
Vanilla name: STATE_RIO_NEGRO",Livestock Ranch,2002,502448.0,head livestock,INDEC Censo Nacional Agropecuario 2002,https://sitioanterior.indec.gob.ar/agropecuario/cuadros/c20_tot.xls,"Table c20_tot.xls (bovinos), c22_tot.xls (ovinos), and c23_tot.xls (caprinos); province La Rioja; totals summed.","Generic livestock proxy built from bovine, ovine, and caprine provincial census heads.",regional_proxy,partial_overlap,distinct_slot_supported,0.9,Namaqualand target observations use a bounded southern Namibia proxy rather than a perfect state-only series.,modern-anchor-0280,active,,0,,baseline row
S_Namibia,"Northern Territory
STATE_NORTHERN_TERRITORY
Vanilla name: STATE_NORTHERN_TERRITORY",Livestock Ranch,2016,2513725.0,head livestock,"Australian Agriculture: Livestock, 2023-24",https://www.abs.gov.au/statistics/industry/agriculture/australian-agriculture-livestock/2023-24/AALDC_Cattle%20herd%20series_2005%20to%202024.xlsx,"Table 1 cattle herd series plus sheep flock series; Northern Territory; cattle max year 2016, sheep max year 0.",Generic livestock proxy built from cattle plus sheep series because Victoria 3 ranching combines large- and small-stock systems.,regional_proxy,partial_overlap,distinct_slot_supported,0.9,Namaqualand target observations use a bounded southern Namibia proxy rather than a perfect state-only series.,modern-anchor-0281,active,,0,,baseline row
W_Cape,"Cape Colony target
STATE_CAPE_COLONY
Official name: Cape Colony",Wheat Farm,2017,388990.0,t output,"Census of commercial agriculture, 2017 – Western Cape",https://www.statssa.gov.za/publications/Report-11-02-02/Report-11-02-022017.pdf,"Table D, Wheat production 2017 = 388 990 metric tons.",Official Western Cape wheat-production anchor for the Cape Colony target row.,state_localized,direct,distinct_slot_supported,1.0,Western Cape target observations are treated as state-localized evidence.,modern-anchor-0282,active,,0,,baseline row
W_Cape,"Cape Colony target
STATE_CAPE_COLONY
Official name: Cape Colony",Vineyard,2017,869834.0,t output,"Census of commercial agriculture, 2017 – Western Cape",https://www.statssa.gov.za/publications/Report-11-02-02/Report-11-02-022017.pdf,"Table G, Table grapes production 2017 = 193 885 metric tons; Wine grapes production 2017 = 675 949 metric tons.",Combined table-grape and wine-grape output used as the Cape Colony vineyard proxy.,state_localized,direct,distinct_slot_supported,1.0,Western Cape target observations are treated as state-localized evidence.,modern-anchor-0283,active,,0,,baseline row
W_Cape,"Cape Colony target
STATE_CAPE_COLONY
Official name: Cape Colony",Livestock Ranch,2018,1415983.0,head livestock,"Census of commercial agriculture, 2017 – Western Cape",https://www.statssa.gov.za/publications/Report-11-02-02/Report-11-02-022017.pdf,"Table H, Number on farm 2018: cattle = 291 142; sheep = 1 124 841.",Combined cattle and sheep on-farm stock used as the Cape Colony ranching anchor.,state_localized,direct,distinct_slot_supported,1.0,Western Cape target observations are treated as state-localized evidence.,modern-anchor-0284,active,,0,,baseline row
NCape_NW,"Northern Cape target
STATE_NORTHERN_CAPE
Official name: Northern Cape",Maize Farm,2017,448449.0,t output,"Census of commercial agriculture, 2017 – Northern Cape",https://www.statssa.gov.za/publications/Report-11-02-04/Report-11-02-042017.pdf,"Table D, Maize production 2017 = 448 449 metric tons.",Official Northern Cape maize-production anchor for the Northern Cape target row.,regional_proxy,partial_overlap,distinct_slot_supported,0.95,Northern Cape target observations rely on a bounded Northern Cape plus North West proxy rather than a perfect state-only series.,modern-anchor-0285,active,,0,,baseline row
NCape_NW,"Northern Cape target
STATE_NORTHERN_CAPE
Official name: Northern Cape",Vineyard,2017,196116.0,t output,"Census of commercial agriculture, 2017 – Northern Cape",https://www.statssa.gov.za/publications/Report-11-02-04/Report-11-02-042017.pdf,"Table G, Table grapes production 2017 = 93 710 metric tons; Wine grapes production 2017 = 102 406 metric tons.",Combined table-grape and wine-grape output used as the Northern Cape vineyard proxy.,regional_proxy,partial_overlap,distinct_slot_supported,0.95,Northern Cape target observations rely on a bounded Northern Cape plus North West proxy rather than a perfect state-only series.,modern-anchor-0286,active,,0,,baseline row
NCape_NW,"Northern Cape target
STATE_NORTHERN_CAPE
Official name: Northern Cape",Livestock Ranch,2018,2768204.0,head livestock,"Census of commercial agriculture, 2017 – Northern Cape",https://www.statssa.gov.za/publications/Report-11-02-04/Report-11-02-042017.pdf,"Table I, Number on farm 2018: cattle = 406 943; sheep = 2 361 261.",Combined cattle and sheep on-farm stock used as the Northern Cape ranching anchor.,regional_proxy,partial_overlap,distinct_slot_supported,0.95,Northern Cape target observations rely on a bounded Northern Cape plus North West proxy rather than a perfect state-only series.,modern-anchor-0287,active,,0,,baseline row
E_Cape,"Eastern Cape target
STATE_EASTERN_CAPE
Official name: Eastern Cape",Maize Farm,2017,232395.0,t output,"Census of commercial agriculture, 2017 – Eastern Cape",https://www.statssa.gov.za/publications/Report-11-02-03/Report-11-02-032017.pdf,"Table D, Maize production 2017 = 232 395 metric tons.",Official Eastern Cape maize-production anchor for the Eastern Cape target row.,state_localized,direct,distinct_slot_supported,1.0,Eastern Cape target observations are treated as state-localized evidence.,modern-anchor-0288,active,,0,,baseline row
E_Cape,"Eastern Cape target
STATE_EASTERN_CAPE
Official name: Eastern Cape",Livestock Ranch,2018,3109688.0,head livestock,"Census of commercial agriculture, 2017 – Eastern Cape",https://www.statssa.gov.za/publications/Report-11-02-03/Report-11-02-032017.pdf,"Table I, Number on farm 2018: cattle = 1 013 298; sheep = 2 096 390.",Combined cattle and sheep on-farm stock used as the Eastern Cape ranching anchor.,state_localized,direct,distinct_slot_supported,1.0,Eastern Cape target observations are treated as state-localized evidence.,modern-anchor-0289,active,,0,,baseline row
Gauteng,"West Transvaal target
STATE_TRANSVAAL
Official name: West Transvaal",Maize Farm,2017,416719.0,t output,"Census of commercial agriculture, 2017 – Gauteng",https://www.statssa.gov.za/publications/Report-11-02-08/Report-11-02-082017.pdf,"Table D, Maize production 2017 = 416 719 metric tons.",Official Gauteng maize-production anchor used as the current West Transvaal target proxy.,regional_proxy,partial_overlap,distinct_slot_supported,0.95,West Transvaal target observations rely on a bounded Gauteng/interior plateau proxy rather than a perfect state-only series.,modern-anchor-0290,active,,0,,baseline row
Gauteng,"West Transvaal target
STATE_TRANSVAAL
Official name: West Transvaal",Livestock Ranch,2018,437477.0,head livestock,"Census of commercial agriculture, 2017 – Gauteng",https://www.statssa.gov.za/publications/Report-11-02-08/Report-11-02-082017.pdf,"Table F, Number on farm 2018: cattle = 437 477.",Official Gauteng cattle-stock anchor used as the current West Transvaal ranching proxy; the province report does not publish a sheep total in the key livestock table.,regional_proxy,partial_overlap,distinct_slot_supported,0.95,West Transvaal target observations rely on a bounded Gauteng/interior plateau proxy rather than a perfect state-only series.,modern-anchor-0291,active,,0,,baseline row
Gauteng,"West Transvaal target
STATE_TRANSVAAL
Official name: West Transvaal",Maize Farm,2017,1698232.0,t output,"Census of commercial agriculture, 2017 – North West",https://www.statssa.gov.za/publications/Report-11-02-07/Report-11-02-072017.pdf,"Table D, Maize production 2017 = 1 698 232 metric tons.",Official North West maize-production anchor added to the West Transvaal target row because the split state covers the western Highveld as well as Gauteng.,regional_proxy,partial_overlap,distinct_slot_supported,0.95,West Transvaal target observations rely on a bounded Gauteng/interior plateau proxy rather than a perfect state-only series.,modern-anchor-0292,active,,0,,baseline row
Gauteng,"West Transvaal target
STATE_TRANSVAAL
Official name: West Transvaal",Livestock Ranch,2018,755696.0,head cattle,"Census of commercial agriculture, 2017 – North West",https://www.statssa.gov.za/publications/Report-11-02-07/Report-11-02-072017.pdf,"Table G, Number on farm 2018: cattle = 755 696.",Official North West cattle-stock anchor added to the West Transvaal target row because the split state covers the western Highveld as well as Gauteng.,regional_proxy,partial_overlap,distinct_slot_supported,0.95,West Transvaal target observations rely on a bounded Gauteng/interior plateau proxy rather than a perfect state-only series.,modern-anchor-0293,active,,0,,baseline row
