state,resource,problem_type,output_addition_y,plausibility_haircut_z,minimum_operating_floor_cap,documented_working_floor_eligible,exception_status,exception_final_cap,earliest_commercial_activity_year,flagship_scale_year,representative_max_year,representative_max_output,year_selection_reason,counterevidence_status,counterevidence_note,plausibility_1936_status,observed_output_x_reason,y_basis,y_reason,y_counterevidence_trigger,y_quantification_method,z_reason,audit_class,adjustment_reason,proxy_kind,proxy_native_unit,proxy_to_slot_note,citation_1_title,citation_1_url,citation_1_locator,citation_2_title,citation_2_url,citation_2_locator,calculation_note,row_id,row_status,supersedes_row_id,state_pass_index,changed_on,change_reason
Eastern Cape,Coal Mine,,0.0,0.0,,,,,,,1902,175000.0,Representative year keeps the Molteno-Indwe district near its output peak so the state retains a real coal row without borrowing a Transvaal-scale coal story.,supports,"The eastern Cape coal story is the Molteno-Indwe district: real and historical, but much smaller than the Transvaal basins.",pass,Observed x is the localized Molteno-Indwe coal district rather than a province-free national coal claim.,,No upward addition.,No counterevidence-triggered addition.,No upward addition.,No downward plausibility haircut.,direct,Kept a small coal row because the Molteno-Indwe field gives Eastern Cape direct historical coal support even after the split.,,,,South Africa's Coalfields – A 2014 Perspective,https://pure.port.ac.uk/ws/portalfiles/portal/7408362/South_Africa_s_coalfields.pdf,"Molteno/Indwe output peaks at about 175,000 tpa between 1900 and 1904 before declining, confirming a real historical coal district.",mining research.md,/Users/depro/Documents/Paradox Interactive/Victoria 3/mod/References/research/mining research.md,The Oost-Kaap is treated as the first substantial South African coal zone centered on Molteno/Indwe from the 1860s-1870s.,Coal stays enabled in Eastern Cape because the state has a real localized coalfield even if it only warrants a small cap after the split.,adjustment-input-0168,active,,3,2026-04-22,Eastern Cape state pass: added localized coal citations so the lowered cap ships with a real evidence chain.
West Transvaal,Coal Mine,,0.0,0.0,,,,,,,1948,2400000.0,Representative year keeps the South Rand coalfield in view so West Transvaal retains a real but clearly secondary coal row instead of inheriting eastern Transvaal scale.,supports,"The western Transvaal coal story is the South Rand/Vereeniging fringe: real and historical, but much smaller than the eastern Transvaal coalfields.",pass,Observed x uses the western Transvaal coal edge rather than treating province-wide Transvaal totals as silent local support.,,No upward addition.,No counterevidence-triggered addition.,No upward addition.,No downward plausibility haircut.,direct,"Kept a small coal row because the western split still touches the South Rand coalfield and broader Transvaal coal output, but it is not the main Mpumalanga coal basin.",,,,Statesman's Year-Book 1913 – Transvaal Province,https://en.wikisource.org/wiki/Page%3AStatesman%27s_Year-Book_1913.djvu/341,"Production and Industry section, mineral output table: coal sold in 1910 = 3,970,069 tons and in 1911 = 4,343,680 tons.",South Africa's Coalfields – A 2014 Perspective,https://pure.port.ac.uk/ws/portalfiles/portal/7408362/South_Africa_s_coalfields.pdf,"South Rand Coalfield section: Springfield Colliery was started in 1948 at the rate of 200,000 tpm.","Coal stays enabled in West Transvaal because the state has a real western coal fringe even after the split, but the row remains far below Eastern Transvaal.",adjustment-input-0169,active,,4,2026-04-22,West Transvaal state pass: added localized coal citations for the western split row.
West Transvaal,Iron Mine,counterfactual checked and rejected,0.0,0.0,,,manual_zero_exception,0,,,1918,,"Pretoria Iron Mines shows local iron smelting from indigenous ore by 1918, but the western Transvaal split still lacks a frozen commercial mine-output chain large enough to justify a dedicated mine row.",supports,"Magaliesberg-Marico iron ore and Pretoria smelting confirm local ironworking, but the audited family concentrates meaningful commercial iron mining in Northern Transvaal and Northern Cape.",pass,No frozen state-localized commercial mine output survives the validation pass for this row; the reviewed evidence is qualitative and under-quantified.,,No upward addition.,No counterevidence-triggered addition.,No upward addition.,No downward plausibility haircut.,exception,"Retained a zero iron row because local ore and smelting are real in the Pretoria/Magaliesberg belt, but the pass did not find a reproducible western Transvaal mine-output series strong enough for a dedicated slot.",,,,"Old Pretoria Iron Mines Ltd Buildings, Iscor, Pretoria | South African History Online",https://sahistory.org.za/place/old-pretoria-iron-mines-ltd-buildings-iscor-pretoria,Pretoria Iron Mines produced cast iron from indigenous ore on a large scale in 1918.,Iron Age mining in the Transvaal,https://www.saimm.co.za/Journal/v080n04p156.pdf,Magaliesberg ranges continue westward into the Marico district and the area around Boons siding is described as riddled with ancient iron workings.,"Explicit zero retained after rechecking Pretoria Iron Mines and the Magaliesberg-Marico belt; the evidence supports indirect local iron history, not a full commercial mine cap.",adjustment-input-0170,superseded,adjustment-input-0047,4,2026-04-22,West Transvaal state pass: refreshed the iron exception after rechecking Pretoria Iron Mines and the Magaliesberg-Marico belt.
West Transvaal,Lead Mine,geography,0.0,0.0,,,manual_zero_exception,0,,,1923,,The provisional Argent lead anchor was rechecked and rejected for the western split because the reviewed locality evidence places Argent east of Delmas in Mpumalanga.,supports,Broader Transvaal lead claims are not treated as local support when the cited Argent district sits in the eastern split rather than the western Gauteng/Klerksdorp state.,pass,No frozen western-state lead observation survives once the mislocalized Argent anchor is removed from the driving set.,,No upward addition.,No counterevidence-triggered addition.,No upward addition.,No downward plausibility haircut.,exception,"Removed the West Transvaal lead row because the Argent/Transvaal lead district used by the provisional formula lies east of Delmas in Mpumalanga, outside the western split.",,,,Argent Silver Mine | The South African Archaeological Society,https://www.archaeology.org.za/events/argent-silver-mine,"Directions place Argent on the N12 toward Witbank, about 20 km beyond the Delmas on-ramp, at the Argent-Dwaarsfontein turnoff.","East Trench, Transvaal Mine, Dwarsfontein Farm, Argent, Delmas, Victor Khanye Local Municipality, Nkangala District Municipality, Mpumalanga, South Africa",https://www.mindat.org/loc-53781.html,"The mine locality is listed in Victor Khanye, Nkangala District, Mpumalanga, with Delmas as the nearest settlement.",Explicit zero retained because the only surviving lead target observation was mislocalized to the western split.,adjustment-input-0171,active,,4,2026-04-22,West Transvaal state pass: removed the mislocalized Argent lead row from the western split.
Eastern Transvaal,Arable Land,,0.0,0.0,,,,,,,1936,,Arable land capacity is audited as broad plausible 1936 commercial potential rather than GDP-selected realized output.,supports,Eastern Transvaal stays in the high-arable eastern belt once the Mpumalanga lowveld-escarpment and Swaziland crop evidence are read as one bounded state footprint.,pass,Observed x is direct effective commercial agricultural hectares from audited land-class rows bounded to the eastern Mpumalanga-Eswatini footprint.,,No upward addition.,No counterevidence-triggered addition.,No upward addition.,No downward plausibility haircut.,direct,Land-capacity model uses direct effective commercial hectares; Eastern Transvaal now cites direct eastern agriculture sources instead of comparator-only notes.,,,,Mpumalanga Provincial Agriculture and Land Administration Annual Performance Plan 2007/08,https://www.treasury.gov.za/documents/provincial%20budget/2007/Annual%20Performance%20Plans/MPU/MPU%20-%20APP%202007-08%20-%20Vote%2005%20-%20Agric%20%26%20Land%20Admin.pdf,"P40: Mbombela produces maize, wheat, sugarcane, tobacco, vegetables, citrus, subtropical fruits, bananas, coffee, nuts, and tea; Umjindi produces tobacco, bananas, sugar, citrus, and other subtropical crops.",Annual Report of the Colonies. Swaziland 1935,https://libsysdigi.library.illinois.edu/ilharvest/Africana/Books2011-05/469190/469190_1935/469190_1935_opt.pdf,"P9-P10: the most important crops were maize, kaffir corn, cotton, and tobacco; tobacco output reached 261,794 lb and seed-cotton output 200,068 lb in 1935.",Eastern Transvaal arable now ships with direct Mpumalanga and Swaziland agricultural citations while keeping the same land-capacity x.,adjustment-input-0172,active,adjustment-input-0057,5,2026-04-22,Eastern Transvaal state pass: refreshed the arable land row with direct eastern agriculture citations.
Eastern Transvaal,Iron Mine,counterfactual checked and rejected,0.0,0.0,,,manual_zero_exception,0,,,1964,,"Ngwenya confirms real iron ore in the eastern footprint, but the cited commercial mining phase begins only in 1964, so the row stays an explicit exception.",supports,"Ngwenya and the broader northwestern Swaziland iron formations confirm ore presence, but the audited family does not treat ancient workings or post-1964 output as a pre-1936 commercial mine row.",pass,No frozen eastern-state commercial iron output survives the validation pass; the surviving evidence is geological or preindustrial rather than a reproducible 1836-1936 mine series.,,No upward addition.,No counterevidence-triggered addition.,No upward addition.,No downward plausibility haircut.,exception,"Retained a zero iron row because Eastern Transvaal contains real ore at Ngwenya and related Swazi formations, but the cited commercial mining phase starts after 1936 and the earlier evidence is preindustrial.",,,,Geosites,https://www.gov.sz/images/natural-resources/Geosites.pdf,Ngwenya: early Bantu settlers mined hematite from about 450 AD; modern commercial iron mining began in 1964 and ended in 1977.,Swaziland Mineral Resources Summary,https://www.gov.sz/images/stories/mining/Swaziland%20Mineral%20Resources%20Summary.pdf,"P13-P14: the geological inventory lists large iron formations across northwestern and southern Swaziland, confirming real ore presence in the eastern state footprint.","Explicit zero retained after rechecking Ngwenya: the state has real iron potential, but not a defended pre-1936 commercial mine cap.",adjustment-input-0173,superseded,adjustment-input-0060,5,2026-04-22,Eastern Transvaal state pass: refreshed the iron exception after rechecking Ngwenya and the Swazi iron belt.
Eastern Transvaal,Wood,,0.0,0.0,,,,,,,2020,348111.0,Representative year uses the Mpumalanga plantation-area benchmark because it captures the broader eastern forestry belt directly in managed hectares.,supports,Eastern Transvaal has direct managed-forestry support from both the plantation totals and the eastern plantation districts.,pass,Eastern Transvaal target row uses the Mpumalanga plantation total and eastern plantation-belt evidence rather than a comparator fill.,,No upward addition.,No counterevidence-triggered addition.,No upward addition.,No downward plausibility haircut.,direct,"Managed-forestry redesign keeps the eastern wood row on direct plantation-area evidence and direct district plantation support, not on a comparator fill.",,,,Report on Commercial Timber Resources and Primary Roundwood Processing in South Africa 2019/2020,https://www.dffe.gov.za/sites/default/files/reports/research/forestry/annualreport_commercialtimberresources_primaryroundwoodprocessing2019to2020.pdf,"Table 20: Mpumalanga plantation area in 2019/20 = 348,111 ha.",Mpumalanga Provincial Agriculture and Land Administration Annual Performance Plan 2007/08,https://www.treasury.gov.za/documents/provincial%20budget/2007/Annual%20Performance%20Plans/MPU/MPU%20-%20APP%202007-08%20-%20Vote%2005%20-%20Agric%20%26%20Land%20Admin.pdf,P40: Exotic forest plantations cover a large part of Mbombela and Umjindi; the Ngodwana SAPPI pulp and paper plant is the largest of its type in Southern Africa.,Managed-forestry redesign now ships with direct plantation-area and eastern district citations; no comparator-bounded Y survives.,adjustment-input-0174,active,adjustment-input-0064,5,2026-04-22,Eastern Transvaal state pass: refreshed the wood row with direct plantation-belt citations.
Eastern Transvaal,Gold Fields (discovered),chronology,0.0,0.0,,,manual_zero_exception,0,,,1936,,"The discovered slot is audited against the 1836 start date, and Eastern Transvaal's documented gold rushes begin only with Pilgrim's Rest in 1873 and Barberton in 1884.",supports,"Pilgrim's Rest and Barberton belong in the late-discovery precious-field logic, not in the 1836 discovered slot.",pass,No direct target observation is frozen for the start-date discovered slot; the state's gold evidence is chronological rather than an 1836 output anchor.,,No upward addition.,No counterevidence-triggered addition.,No upward addition.,No downward plausibility haircut.,exception,Removed the start-date discovered gold-field row because the state's recorded gold rushes begin after 1873 rather than existing as an already discovered 1836 field.,,,,Pilgrims Rest - Mpumalanga Museums,https://museums.mpg.gov.za/pilgrims-rest/,Pilgrim's Rest was the site of South Africa's first major gold rush in 1873.,Nelspruit Timeline 1815-1996 | South African History Online,https://sahistory.org.za/article/nelspruit-timeline-1815-1996,1873: gold is discovered in Pilgrims Rest; 1884: Barberton is established with the discovery of the Sheba reef.,"Explicit zero retained for the discovered slot because Eastern Transvaal's goldfields are late discoveries and are carried, if at all, by the undiscovered row.",adjustment-input-0175,active,adjustment-input-0065,5,2026-04-22,Eastern Transvaal state pass: refreshed the discovered gold-field row with explicit Pilgrim's Rest and Barberton chronology.
Eastern Transvaal,Gold Fields (undiscovered),chronology,0.0,0.0,,,manual_special_field_exception,4,,,,,,supports,Eastern Transvaal still carries late precious-field potential because the state includes the post-1873 Pilgrim's Rest/Barberton sequence and the northwestern Swaziland gold belt.,pass,No direct target observation is currently frozen for this special-field row.,,No upward addition.,No counterevidence-triggered addition.,No upward addition.,No downward plausibility haircut.,exception,"Restored a small undiscovered precious-field row because the redesign deleted Pilgrim's Rest, Barberton, and northwestern Swaziland latent gold potential through missing target observations rather than counterevidence.",,,,Swaziland Mineral Resources Summary,https://www.gov.sz/images/stories/mining/Swaziland%20Mineral%20Resources%20Summary.pdf,"P14: gold occurrences in northwestern Swaziland were discovered over 100 years ago; mining occurred chiefly from 1882 to 1914 and 1920 to 1967, with reserves still remaining.",Nelspruit Timeline 1815-1996 | South African History Online,https://sahistory.org.za/article/nelspruit-timeline-1815-1996,1873: gold is discovered in Pilgrims Rest; 1884: Barberton is established with the discovery of the Sheba reef.,Explicit special-field exception retained at 4: chronology and localized goldfield evidence justify late precious-field potential even without a direct slot-quantification series.,adjustment-input-0176,active,adjustment-input-0066,5,2026-04-22,Eastern Transvaal state pass: restored a small undiscovered gold-field row after rechecking the eastern goldfield belt.
Northern Transvaal,Coal Mine,,0.0,0.0,,,,,,,,,Selected candidate year 2010 because its GDP per capita is closest to the GBR 1940 reference anchor.,supports,Waterberg remains the accepted Northern Transvaal coal chain after rechecking the state pass; no broader family rewrite was needed.,pass,Modern benchmark for the Waterberg coal row in the Northern Transvaal target sheet.,,No upward addition.,No counterevidence-triggered addition.,No upward addition.,No downward plausibility haircut.,direct,Kept Northern Transvaal as a reduced but real coal state because the bounded Waterberg coalfield remains a localized driver even after the split audit.,,,,South Africa's Coalfields – A 2014 Perspective,https://pure.port.ac.uk/ws/portalfiles/portal/7408362/South_Africa_s_coalfields.pdf,Waterberg Coalfield section: Grootegeluk was producing 18.8 Mtpa of coal products from 38.0 Mtpa RoM in 2010.,Mining - Waterberg District Municipality,https://www.waterberg.gov.za/mining/,"Mining page: coal deposits in Lephalale are described as crucial for electricity generation, coal by-products, and exports.",Northern Transvaal state pass refreshed the coal row with direct Waterberg citations rather than leaving the reduced cap uncited.,adjustment-input-0177,active,,6,2026-04-22,Northern Transvaal state pass: refreshed the coal row with localized Waterberg citations.
Northern Transvaal,Iron Mine,,0.0,0.0,,,,,,,,,Selected candidate year 2010 because its GDP per capita is closest to the GBR 1940 reference anchor.,supports,"Thabazimbi still anchors the commercial iron cap, while the Phalaborwa and Venda-Tshimbupfe recheck supports a small northern iron row without forcing a family rewrite.",pass,Modern benchmark for the Thabazimbi-led iron row in the Northern Transvaal target sheet.,,No upward addition.,No counterevidence-triggered addition.,No upward addition.,No downward plausibility haircut.,direct,Kept a small positive iron cap because Thabazimbi provides the late commercial mine chain and the wider northern ironworking belt did not justify a larger split-level rewrite.,,,,Thabazimbi,https://www.britannica.com/place/Thabazimbi,History section: superior-grade hematite was discovered in 1919 and mined in 1931.,"Archaeometallurgical Explorations of Bloomery Iron Smelting at Mutoti 2, an Early Iron Age Site in Venda, Northern South Africa",https://www.mdpi.com/2075-4701/13/2/269/xml,"Background section: archaeological metal production is recorded at both Phalaborwa and Vuu-Tshimbupfe, with activity lasting into the late 19th and early 20th centuries.","Northern Transvaal state pass rechecked the Phalaborwa/Lowveld and Venda-Tshimbupfe iron evidence and kept it as support for a small row, not a family rewrite.",adjustment-input-0178,active,,6,2026-04-22,Northern Transvaal state pass: rechecked the northern iron belt and refreshed the iron row citations.
Northern Transvaal,Gold Fields (undiscovered),counterfactual checked and rejected,0.0,0.0,,,manual_zero_exception,0,,,1936,,The undiscovered slot was rechecked against Transvaal goldfield chronology and the northern split still lacks a distinct latent precious-field chain.,supports,The Transvaal gold story remains centered on the Witwatersrand and eastern rushes rather than a separate Northern Transvaal latent field.,pass,"No direct target observation is frozen for this special-field row; the state keeps agriculture, coal, and iron anchors instead of a latent northern goldfield chain.",,No upward addition.,No counterevidence-triggered addition.,No upward addition.,No downward plausibility haircut.,exception,Removed the latent gold-fields holdover because the reviewed Transvaal gold evidence stays Rand-centered and does not localize a separate Northern Transvaal special field.,,,,1911 Encyclopædia Britannica/Gold,https://en.wikisource.org/wiki/1911_Encyclop%C3%A6dia_Britannica/Gold,"Witwatersrand section: the greatest Transvaal discovery was the Witwatersrand, and in 1899 80% of output came from within 12 miles of Johannesburg.",Page:Statesman's Year-Book 1913.djvu/341,https://en.wikisource.org/wiki/Page%3AStatesman%27s_Year-Book_1913.djvu/341,"Production and Industry section: the province is mainly stock-raising and agricultural, with gold output reported provincially rather than as a separate northern field.",Explicit zero retained for the latent gold-fields slot because the audited northern split still lacks a localized precious-field chain.,adjustment-input-0179,active,adjustment-input-0079,6,2026-04-22,Northern Transvaal state pass: replaced the blank latent gold-field exception row with cited chronology.
Transorangia,Coal Mine,,0.0,0.0,,,,,,,1978,1470000.0,Selected candidate year 1978 because its GDP per capita is closest to the GBR 1940 reference anchor; the state pass rechecked the late-1930s Free State coalfield chronology before accepting the reduced row.,supports,"Transorangia keeps a real but secondary coal row: the Free State coalfield is localized to the Vierfontein belt, but its benchmark scale remains far below vanilla's Transvaal-style allocation.",pass,"Observed x uses the 1978 Free State coalfield benchmark after GDP matching, while the 1936-1937 drilling milestone keeps the row anchored to the actual state coalfield rather than a generic national coal claim.",,No upward addition.,No counterevidence-triggered addition.,No upward addition.,No downward plausibility haircut.,direct,"Kept a one-slot coal row because Transorangia has a localized Free State coalfield chain at Vierfontein, but the reviewed field stays much smaller than vanilla's broad inland coal allocation.",,,,South Africa's Coalfields – A 2014 Perspective,https://pure.port.ac.uk/ws/portalfiles/portal/7408362/South_Africa_s_coalfields.pdf,Commercial deposits of deeper coal were discovered in the Free State Coalfield ... Drilling for coal took place between 1936 and 1937 ... Production at Vierfontein Colliery began in 1951.,Free State Province | South African History Online,https://sahistory.org.za/place/free-state-province,"The Vereeniging-Sasolburg coal fields ranks third in South Africa in order of importance, while the Free State supplies a saleable output of 10,5 per cent of national coal output.",Transorangia coal now cites both the localized Free State coalfield chronology and the province-scale output context while keeping the same reduced one-slot formula result.,adjustment-input-0180,active,,7,2026-04-22,Transorangia state pass: added localized coal citations for the reduced formula-driven row.
Transorangia,Iron Mine,counterfactual checked and rejected,0.0,0.0,,,manual_zero_exception,0,,,1909,,The iron row was rechecked against late-colonial Orange Free State mineral descriptions and modern Free State mine inventories because the state has ore occurrences but no defended commercial iron chain for the 1836-1936 horizon.,supports,"Orange Free State iron ore at Kroonstad and Vredefort is real, but it was explicitly noted as unworked in 1909 and the reviewed Free State mining profile remains gold-and-coal centered rather than a commercial iron belt.",pass,"No frozen localized commercial iron output survives the validation pass; the surviving evidence is ore occurrence plus negative chronology, not a reproducible mine series.",,No upward addition.,No counterevidence-triggered addition.,No upward addition.,No downward plausibility haircut.,exception,Retained a zero iron row because the state's cited iron ore occurrences near Kroonstad and Vredefort were not worked in the colonial profile and the reviewed mining record still does not localize a commercial iron industry inside the audited footprint.,,,,1911 Encyclopædia Britannica/Orange Free State,https://en.wikisource.org/wiki/1911_Encyclop%C3%A6dia_Britannica/Orange_Free_State,"Of other minerals gold has been found, but up to 1909 was not worked; iron ore exists near Kroonstad and Vredefort, but it also is not worked.",Mine Health and Safety Inspectorate Annual Report 2022/2023,https://www.dmre.gov.za/Portals/0/Resource%20Center/Mine%20Health%20and%20Safety%20Inspectorate%20Annual%20Reports/2022-2023%20MHSI%20Annual%20Report.pdf?ver=2023-10-13-094812-507,"Although gold is the major commodity mined in the Free State region, other commodities such as coal, diamonds ... are also mined there; no Free State iron-ore operation is listed in the regional commodity summary.","Explicit zero retained after rechecking Free State iron: ore occurrence is real, but no auditable commercial iron-mine chain survives for the 1836-1936 horizon.",adjustment-input-0181,active,adjustment-input-0087,7,2026-04-22,Transorangia state pass: replaced the blank iron exception row with cited chronology and mine-profile evidence.
Transorangia,Gold Fields (discovered),chronology,0.0,0.0,,,manual_zero_exception,0,,,1936,,"The discovered slot is audited against the 1836 start date, and the Free State goldfield chronology begins with successful drilling in 1939 before wartime delay and the 1946 Geduld discovery.",supports,"Free State gold belongs in a late-discovery latent slot, not in an already-discovered 1836 special field.",pass,No direct target observation is frozen for the start-date discovered slot; the surviving evidence is chronological rather than an 1836 output anchor.,,No upward addition.,No counterevidence-triggered addition.,No upward addition.,No downward plausibility haircut.,exception,Retained a zero discovered gold-field row because the audited Free State gold story is a late discovery sequence rather than an already-open 1836 field.,,,,The search for gold in the Free State | The Heritage Portal,https://www.theheritageportal.co.za/article/search-gold-free-state,"All the Anglo American boreholes were unsuccessful, but in April 1939 a borehole by the Western Holding struck it rich ... the war intervened and halted further development and exploration.","Odendaalsrus, Free State | South African History Online",https://sahistory.org.za/place/odendaalsrus-free-state,"Odendaalsrus remained little more than a village until 1946, when the highly profitable goldfield was discovered 3 km away, north west of the town.","Explicit zero retained for the discovered slot because the Free State goldfield is a late discovery and is represented, if at all, by the undiscovered row.",adjustment-input-0182,active,adjustment-input-0092,7,2026-04-22,Transorangia state pass: replaced the blank discovered gold-field exception row with cited discovery chronology.
Transorangia,Gold Fields (undiscovered),,0.0,0.0,,,,,,,1953,13405.5985008,Selected candidate year 1953 because its GDP per capita is closest to the GBR 1940 reference anchor; the state pass rechecked the Free State discovery chronology and kept the row in the latent undiscovered slot.,supports,"Free State gold potential is real, but the 1939-1946 discovery chain keeps it as a late special-field prospect rather than a large start-date field.",pass,Observed x uses the 1953 Orange Free State goldfields output anchor for the latent special-field row.,,No upward addition.,No counterevidence-triggered addition.,No upward addition.,No downward plausibility haircut.,direct,"Kept a reduced undiscovered gold-fields row because early postwar Free State output confirms a real late goldfield, but the discovery sequence leaves it as latent rather than a large 1836 start-date field.",,,,Quarterly Bulletin of Statistics - March 1954,https://www.resbank.co.za/content/dam/sarb/publications/quarterly-bulletins/quarterly-bulletin-publications/1954/5362/01Quarterly-Bulletin-of-Statistics---March-1954.pdf,"With the number of producing mines in the Orange Free State increasing from two to five, gold production in that area increased from 224,000 fine ounces in 1952 to 431,000 fine ounces in 1953.",The search for gold in the Free State | The Heritage Portal,https://www.theheritageportal.co.za/article/search-gold-free-state,In April 1939 a borehole by the Western Holding struck it rich ... the war intervened; in 1946 the reef was struck again and Loraine mine was born.,The latent special-field row now cites both the early Free State output anchor and the discovery chronology that keeps the resource undiscovered at game start.,adjustment-input-0183,active,,7,2026-04-22,Transorangia state pass: added cited chronology and output support for the reduced latent gold-field row.
Drakensberg,Coal Mine,counterfactual checked and rejected,0.0,0.0,,,manual_zero_exception,0,,,1936,,The coal row was rechecked against the mis-mapped Dundee/Vryheid Natal anchor before accepting a zero for the Lesotho footprint.,supports,"Dundee and Vryheid are KwaZulu-Natal coal districts outside Drakensberg, while the Lesotho-side package still supports only latent coal occurrence rather than a commercial 1836-1936 mine chain.",pass,No frozen localized commercial coal output survives the validation pass; the removed Natal benchmark belongs to coal districts outside the audited Lesotho footprint.,,No upward addition.,No counterevidence-triggered addition.,No upward addition.,No downward plausibility haircut.,exception,"Retained a zero coal row because the named Dundee/Vryheid coalfields are KwaZulu-Natal, not Drakensberg, and the Lesotho-side evidence still does not support a commercial coal-mine chain in 1836-1936.",,,,"Vryheid, Northern KwaZulu-Natal | South African History Online",https://sahistory.org.za/place/vryheid-northern-kwazulu-natal,"Rich coal seams were discovered near Vryheid and the town was absorbed into the Natal colony, confirming the rechecked anchor sits in a KwaZulu-Natal coal district rather than the Lesotho footprint.",mining research.md,/Users/depro/Documents/Paradox Interactive/Victoria 3/mod/References/research/mining research.md,Lesotho has real coal occurrences but no meaningful commercial coal output in 1836-1936; it fits better as a discoverable coal node.,Drakensberg state pass rechecked the removed Natal coal anchor and kept the row as an explicit zero exception.,adjustment-input-0184,active,,8,2026-04-22,Drakensberg state pass: added cited zero-row support after rechecking the mis-mapped Natal coal anchor.
Drakensberg,Fishing,counterfactual checked and rejected,0.0,0.0,,,manual_zero_exception,0,,,1936,,The fishing row was rechecked against the public Lesotho profile before accepting an explicit zero.,supports,"Drakensberg maps to a landlocked, highland Lesotho footprint whose official profile is subsistence farming and livestock rather than marine or lacustrine commercial fishing.",pass,No localized commercial fishery observation survives the validation pass because the audited state footprint is landlocked and lacks a defended fishing industry.,,No upward addition.,No counterevidence-triggered addition.,No upward addition.,No downward plausibility haircut.,exception,Retained a zero fishing row because Drakensberg is the Lesotho highlands: a landlocked agricultural-pastoral state with no defended commercial fishing chain for the public slot.,,,,About Lesotho - Government of Lesotho,https://www.gov.ls/about-lesotho/,"Interesting Facts: terrain is highland/plateau/mountain, major industries are food, textiles, tourism, and subsistence farming, and the listed natural resources do not include fisheries.",Lesotho participates in landlocked countries conference - Government of Lesotho,https://www.gov.ls/development/lesotho-participates-in-landlocked-countries-conference/,The government explicitly presents Lesotho as a landlocked developing country facing the geographical constraints of landlocked states.,Drakensberg state pass rechecked the fishing exception against the current official Lesotho profile and kept the row at zero.,adjustment-input-0185,active,adjustment-input-0098,8,2026-04-22,Drakensberg state pass: replaced the blank fishing exception row with cited landlocked-state support.
Drakensberg,Iron Mine,counterfactual checked and rejected,0.0,0.0,,,manual_zero_exception,0,,,1936,,The iron row was rechecked against the named Natal-era localities before accepting a zero for the Lesotho footprint.,supports,"The external recheck found Sweetwaters and Alverstone-style Natal iron occurrences outside Drakensberg, while Lesotho's current mineral profile still does not elevate iron into the country's main auditable mining chain.",pass,No frozen localized commercial iron output survives the validation pass; the surviving evidence is off-footprint Natal occurrence plus an in-state Lesotho mineral profile that does not support a commercial iron row.,,No upward addition.,No counterevidence-triggered addition.,No upward addition.,No downward plausibility haircut.,exception,Retained a zero iron row because the rechecked Sweetwaters/Alverstone Natal iron occurrences sit outside Drakensberg's Lesotho footprint and the in-state package still lacks a defended commercial 1836-1936 iron-mine chain.,,,,National Climate Change Policy 2017-2027 - Government of Lesotho,https://www.gov.ls/wp-content/uploads/2019/02/National-Climate-Change-Policy-2017-2027.pdf,"Policy Statement 5: the main mineral resources of Lesotho are diamonds, dolerite, sandstone and clay; other minerals are framed as unexplored rather than as a defended commercial iron industry.",The Hills Above Pietermaritzburg: An Appreciation,https://hiltonvillage.co.za/images/The_Hills_Above_Pietermaritzburg.pdf,"Sweetwaters and Winterskloof fall under uMngeni Municipality near Pietermaritzburg, and the Sweetwaters iron mine/ironworks are discussed there, keeping that evidence in KwaZulu-Natal rather than Lesotho.",Drakensberg state pass rechecked the hard-focus iron row and kept it as an explicit zero exception.,adjustment-input-0186,superseded,adjustment-input-0100,8,2026-04-23,Superseded by adjustment-input-0202 during the Drakensberg acceptance pass.
Lourenço Marques,Fishing,,0.0,0.0,,,,,,,2021,15624.120444436623,"The fishing row keeps the GDP-fallback output family, but the state pass rechecked the result against Maputo Bay's commercial shrimp and mixed-species fishery before accepting the reduced cap.",supports,"Maputo Bay is a real southern fishing node, but the national family remains smaller than vanilla's broad coast-wide allocation and well below Sofala Bank's scale.",pass,"Observed x uses the GDP-fallback Mozambique fishing anchor, cross-checked against the localized Maputo Bay shrimp grounds and commercial catch record.",,No upward addition.,No counterevidence-triggered addition.,No upward addition.,No downward plausibility haircut.,direct,"Kept a two-cap fishing row because Maputo Bay supports a real commercial shrimp and mixed-species fishery, but the southern bay is still a smaller fishing district than vanilla's broad coast-wide allocation.",,,,FAO Fisheries Report No. 852,https://www.fao.org/4/a1511e/a1511e.pdf,"Mozambique country report / p. 65: two main shrimp fishing grounds include Maputo Bay in the south, where most catches come from artisanal and semi-industrial fisheries.",Research cruise paves the way for ecosystem-based management of fisheries resources in Maputo Bay,https://www.fao.org/mozambique/news/details/Research-cruise-paves-the-way-for-ecosystem-based-management-of-fisheries-resources-in-Maputo-Bay/en,Maputo Bay page: shrimp fisheries benefit at least 3000 families and historical catches were about 800 tons in 1965-1972.,No Y uplift or Z haircut is applied; the localized southern shrimp fishery is accepted as the base output chain and rounds to two caps at the current denominator.,adjustment-input-0196,active,,10,2026-04-22,Lourenço Marques state pass: added cited support for the reduced fishing row.
